Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
108000,10210,62645,107000000,642000000,1000,6000,9997580945922,46072833,251842037,1339962141,6323,31556,957484,106989790,1000,1117,692551,212064612,26223233,1973776767,2026501015,953288722,1046711278,158390608,99832921385,45625736,398546,2655740,150575228,354719028,133852248,27626,555,3185,144032,501248,619109557,641936238,87199385,16295777,49383006,89304,83704223,99998945,1055,130978920,6611776,2369,99997631,113359931,6962726,18103160,52981453,91282253,8717747,99167790,832210,26160546,1000,1000,1000,1000,1000,1000,1000
109000,10040,62758,108000000,648000000,1000,6000,9997581388335,45006105,252766157,1339962990,5943,31087,958325,107989960,1000,1137,684666,214063270,26216014,1973783986,2027037454,952890249,1047109751,159990779,99833219520,45943246,390288,2708163,150920785,357480532,133852218,27918,601,3393,143808,504924,624950523,647936105,87404464,16271526,49965141,90279,83728474,99998908,1092,130473914,6699183,2565,99997435,113574313,6962740,18323059,53387825,91105083,8894917,99261697,738303,26169849,1000,1000,1000,1000,1000,1000,1000
110000,9980,63476,109000000,654000000,1000,6000,9997585047851,40722840,250479709,1339964228,5705,30087,958772,108990020,1000,5802,681509,216062496,26209110,1973790890,2027572309,952488750,1047511250,161588492,99833488825,46256840,406382,2796369,151253211,360231996,133852168,28258,527,3405,143920,509344,630788173,653930722,87613033,16249058,50547927,91356,83750942,99998869,1131,129968392,6787077,2499,99997501,113792435,6962754,18538266,53792495,90925173,9074827,99348008,651992,26179402,1000,1000,1000,1000,1000,1000,1000
111000,10900,61679,110000000,660000000,1000,6000,9997583220266,41934201,253688095,1339961839,6399,31782,957064,109989100,1000,1214,677973,218064072,26207158,1973792842,2028101976,952089514,1047910486,163190818,99833813320,46568582,364639,2827637,151582755,362991484,133851977,28562,546,3453,144044,513212,636638535,659937107,87825889,16229240,51133350,92292,83770760,99998837,1163,129460463,6875329,2577,99997423,114015113,6962768,18747840,54195281,90741783,9258217,99427462,572538,26189224,1000,1000,1000,1000,1000,1000,1000
112000,10470,62648,111000000,666000000,1000,6000,9997580817101,43717176,257463848,1339962027,6042,31951,958425,110989530,1000,5729,673151,220062210,26202174,1973797826,2028634154,951692510,1048307490,164791940,99834059436,46877042,397168,2928619,151916322,365747256,133852064,28862,544,3512,143900,517064,642478671,665931623,88042732,16208322,51716856,93291,83791678,99998779,1221,128954129,6963510,2478,99997522,114241966,6962780,18952855,54597119,90554970,9445030,99499446,500554,26199234,1000,1000,1000,1000,1000,1000,1000
113000,10100,63021,112000000,672000000,1000,6000,9997580445976,43467816,259211134,1339961960,6185,31875,959207,111989900,1000,6325,670419,222061386,26197025,1973802975,2029166195,951294926,1048705074,166393515,99834321982,47183314,410242,3000749,152257222,368513872,133851826,29172,496,3650,144048,520932,648324411,671930654,88265004,16188730,52301193,94221,83811270,99998764,1236,128446814,7051878,2521,99997479,114474654,6962797,19151748,54997452,90363946,9636054,99562864,437136,26209650,1000,1000,1000,1000,1000,1000,1000
114000,10430,63041,113000000,678000000,1000,6000,9997583804904,39490347,257227665,1339962180,5969,31871,958729,112989570,1000,1053,664349,224061682,26193360,1973806640,2029696410,950901310,1049098690,168000181,99834619933,47486550,385078,3048926,152582696,371272972,133851094,29558,455,3515,144956,525452,654177852,677935906,88489855,16171605,52887519,95124,83828395,99998746,1254,127937371,7140200,2592,99997408,114710041,6962811,19347669,55397152,90170703,9829297,99620478,379522,26220186,1000,1000,1000,1000,1000,1000,1000
115000,10680,64158,114000000,684000000,1000,6000,9997582274406,40396476,260122689,1339962335,5760,31925,961095,113989320,1000,6336,658759,226056450,26183313,1973816687,2030231719,950510193,1049489807,169603812,99834894948,47786656,377377,3099222,152922094,374029832,133851750,29824,490,3476,144304,528808,660021266,683929506,88718484,16150996,53469606,96126,83849004,99998635,1365,127432607,7229314,2650,99997350,114949459,6962831,19537345,55793879,89974441,10025559,99670565,329435,26230975,1000,1000,1000,1000,1000,1000,1000
116000,10670,63032,115000000,690000000,1000,6000,9997578760503,43292868,265018729,1339961461,5760,32799,960716,114989330,1000,6207,658518,228057228,26179080,1973820920,2030761022,950114746,1049885254,171209128,99835174878,48084536,362221,3143265,153258504,376788988,133851638,30124,498,3724,144160,532348,665873431,689930761,88950705,16132376,54053022,97047,83867624,99998660,1340,126926182,7318396,2648,99997352,115192850,6962846,19723167,56189582,89775730,10224270,99714171,285829,26242145,1000,1000,1000,1000,1000,1000,1000
117000,10610,62744,116000000,696000000,1000,6000,9997579060915,42373598,266095865,1339961670,6028,32322,960365,115989390,1000,1086,653384,230058050,26173600,1973826400,2031290050,949725001,1050274999,172820178,99835447780,48380404,351381,3199629,153586503,379549160,133851814,30430,546,3824,143836,535732,671730753,695936170,89186035,16117383,54638727,97974,83882617,99998640,1360,126417607,7407749,2623,99997377,115439476,6962873,19905335,56584488,89574288,10425712,99752421,247579,26253441,1000,1000,1000,1000,1000,1000,1000
118000,10410,63124,117000000,702000000,1000,6000,9997577392979,43423009,269140422,1339962407,5557,32056,961083,116989590,1000,6943,649797,232057014,26169085,1973830915,2031818869,949335530,1050664470,174429645,99835691194,48675154,367962,3263269,153932603,382319012,133852065,30722,491,3984,143480,539036,677576995,701929933,89425052,16099688,55222305,98889,83900312,99998579,1421,125910937,7497189,2689,99997311,115690110,6962899,20082636,56977572,89370122,10629878,99785120,214880,26265058,1000,1000,1000,1000,1000,1000,1000
119000,11020,63081,118000000,708000000,1000,6000,9997579537805,40665827,268379552,1339960887,5908,33225,960185,117988980,1000,574,646370,234057590,26168855,1973831145,2032342873,948946408,1051053592,176041080,99835984652,48967426,330509,3278909,154272722,385082940,133852567,31022,526,3975,142952,542372,683437121,707936345,89666053,16083004,55805877,99855,83916996,99998642,1358,125403910,7586710,2617,99997383,115943121,6962918,20258223,57370140,89165151,10834849,99812724,187276,26277068,1000,1000,1000,1000,1000,1000,1000
120000,10580,63114,119000000,714000000,1000,6000,9997578760788,40826672,270535213,1339962107,5505,32408,960861,118989420,1000,661,641264,236057118,26166888,1973833112,2032868529,948560440,1051439560,177654620,99836192844,49258350,377243,3380561,154609003,387852244,133852790,31330,441,3757,143032,545764,689291385,713936225,89910355,16068246,56391708,100683,83931754,99998557,1443,124894894,7676409,2565,99997435,116199479,6962938,20429127,57761234,88957017,11042983,99835574,164426,26289124,1000,1000,1000,1000,1000,1000,1000
121000,10750,62383,120000000,720000000,1000,6000,9997580187122,38785138,270487846,1339961239,5814,32967,961183,119989250,1000,5761,636680,238056134,26164393,1973835607,2033395202,948176656,1051823344,179269837,99836460550,49549152,363665,3398813,154965233,390634440,133852536,31676,437,4083,142964,549392,695141442,719931856,90157587,16052534,56975928,101607,83947466,99998539,1461,124386410,7765495,2626,99997374,116459137,6962953,20595130,58149617,88747063,11252937,99854562,145438,26301550,1000,1000,1000,1000,1000,1000,1000
122000,10680,63161,121000000,726000000,1000,6000,9997578461221,39896716,273596135,1339960143,5181,34696,961311,120989320,1000,559,635892,240056018,26161004,1973838996,2033921150,947790592,1052209408,180883634,99836754366,49839894,323942,3383113,155327457,393428316,133851950,32080,474,3832,143764,553720,701000293,725936280,90407746,16038687,57561315,102489,83961313,99998552,1448,123877711,7855599,2742,99997258,116721830,6962976,20756914,58536492,88534506,11465494,99870342,129658,26314084,1000,1000,1000,1000,1000,1000,1000
123000,10560,62840,122000000,732000000,1000,6000,9997580165941,37572485,273269261,1339962600,5008,32412,961442,121989440,1000,6410,631180,242055996,26156915,1973843085,2034447768,947408757,1052591243,182501757,99836994524,50128822,335831,3426751,155681780,396215264,133851283,32486,502,4191,144044,558032,706850096,731930750,90659014,16024628,58146819,103497,83975372,99998477,1523,123369166,7946208,2626,99997374,116985740,6962996,20917497,58923059,88321164,11678836,99883220,116780,26326726,1000,1000,1000,1000,1000,1000,1000
124000,10730,62308,123000000,738000000,1000,6000,9997574723362,42399802,280087614,1339960377,5488,34155,962993,122989270,1000,6162,626938,244052554,26152113,1973847887,2034974371,947029266,1052970734,184118807,99837203654,50417226,376735,3494022,156038786,399006308,133851008,32888,471,4017,144524,562328,712706473,737931530,90911557,16012277,58732728,104451,83987723,99998440,1560,122859679,8036610,2666,99997334,117251309,6963013,21074756,59306809,88107699,11892301,99893374,106626,26339752,1000,1000,1000,1000,1000,1000,1000
125000,10830,63019,124000000,744000000,1000,6000,9997576152745,40355362,280044271,1339961128,5325,33567,961531,123989170,1000,6308,624910,246055278,26150559,1973849441,2035498251,946647953,1053352047,185740194,99837501205,50706416,328801,3460951,156407577,401810896,133851220,33216,437,4171,144192,565704,718560857,743930673,91166151,15999830,59319030,105378,84000170,99998438,1562,122349798,8127199,2521,99997479,117519144,6963037,21230009,59690174,87892828,12107172,99901937,98063,26352993,1000,1000,1000,1000,1000,1000,1000
126000,10700,62362,125000000,750000000,1000,6000,9997579970787,35922228,277604773,1339959749,5249,35022,962548,124989300,1000,1092,621867,248053504,26146892,1973853108,2036024182,946268927,1053731073,187359378,99837719914,50993894,357893,3515204,156764489,404603620,133851187,33582,493,4196,144144,569508,724422808,749936546,91420070,15987558,59905329,106341,84012442,99998444,1556,121839812,8217815,2612,99997388,117786403,6963053,21384855,60072259,87678929,12321071,99909075,90925,26366333,1000,1000,1000,1000,1000,1000,1000
127000,10550,63791,126000000,756000000,1000,6000,9997573931715,41344654,285022382,1339960655,5069,34296,962398,125989450,1000,1157,615919,250054104,26143501,1973856499,2036548845,945893261,1054106739,188984297,99837995588,51281258,329752,3511102,157121756,407401348,133851166,33956,387,4003,144464,573536,730277445,755935052,91675353,15976578,60492630,107268,84023422,99998321,1679,121329397,8309072,2702,99997298,118055130,6963068,21538089,60453888,87463978,12536022,99914537,85463,26379777,1000,1000,1000,1000,1000,1000,1000
128000,10660,63716,127000000,762000000,1000,6000,9997576512186,38152635,283829021,1339959481,5520,35019,961371,126989340,1000,5889,613033,252055938,26143762,1973856238,2037070074,945516661,1054483339,190609513,99838232283,51569442,340557,3525046,157498302,410211444,133851189,34304,431,4200,144200,577136,736128522,761930395,91932376,15964338,61078257,108234,84035662,99998365,1635,120820191,8400114,2632,99997368,118325808,6963086,21687880,60833392,87247920,12752080,99918788,81212,26393432,1000,1000,1000,1000,1000,1000,1000
129000,10630,62923,128000000,768000000,1000,6000,9997577097464,36952377,284622986,1339960406,5500,34114,962929,127989370,1000,636,609448,254052882,26141351,1973858649,2037592423,945142875,1054857125,192232650,99838470366,51856730,349508,3547766,157861968,413014192,133851365,34682,414,4185,144056,581096,741990735,767936441,92188943,15954027,61665096,109260,84045973,99998362,1638,120310561,8491840,2731,99997269,118595866,6963107,21835687,61210784,87031826,12968174,99922785,77215,26406923,1000,1000,1000,1000,1000,1000,1000
130000,10540,63441,129000000,774000000,1000,6000,9997570822050,42617467,292285818,1339960374,5144,34502,962850,128989460,1000,560,607610,256053220,26142023,1973857977,2038111701,944768296,1055231704,193858395,99838741269,52144406,325131,3514420,158247526,415825160,133851360,35060,463,4201,143996,585020,747846266,773935999,92446808,15940913,62248590,110256,84059087,99998314,1686,119803677,8583274,2666,99997334,118867559,6963121,21981909,61587215,86815445,13184555,99925369,74631,26420751,1000,1000,1000,1000,1000,1000,1000
131000,10440,62444,130000000,780000000,1000,6000,9997571899933,40929960,292592110,1339959622,4923,35475,962959,129989560,1000,549,602640,258053202,26141717,1973858283,2038630565,944397541,1055602459,195487603,99838966508,52431030,344021,3543166,158613981,418628112,133851904,35402,462,4066,143588,588608,753703791,779937007,92703902,15931949,62834781,111255,84068051,99998353,1647,119294122,8675007,2641,99997359,119138751,6963140,22128755,61962959,86600645,13399355,99927051,72949,26434849,1000,1000,1000,1000,1000,1000,1000
132000,10630,63148,131000000,786000000,1000,6000,9997572677088,39538504,293198803,1339959920,5261,34839,962886,130989370,1000,6333,600072,260052968,26139421,1973860579,2039152747,944025134,1055974866,197114939,99839220306,52717840,334692,3539907,158983242,421432420,133852208,35746,426,4102,143284,592168,759553726,785930519,92961077,15921584,63420672,112221,84078416,99998361,1639,118784609,8766490,2540,99997460,119410065,6963163,22274856,62337957,86385887,13614113,99928830,71170,26448988,1000,1000,1000,1000,1000,1000,1000
133000,10560,61564,132000000,792000000,1000,6000,9997574227099,37374518,293029929,1339958780,5411,35829,963160,131989440,1000,671,596450,262052560,26135918,1973864082,2039675806,943655243,1056344757,198744622,99839465485,53005100,334679,3548840,159348008,424242232,133852170,36124,507,4299,143044,596056,765417153,791937765,93218941,15913527,64008957,113253,84086473,99998306,1694,118273055,8858396,2483,99997517,119682072,6963181,22418809,62711488,86170452,13829548,99930357,69643,26463131,1000,1000,1000,1000,1000,1000,1000
134000,10220,61621,133000000,798000000,1000,6000,9997572616567,38371345,296021862,1339959240,4990,35790,963645,132989780,1000,6759,592243,264052270,26133054,1973866946,2040197185,943288322,1056711678,200377396,99839713681,53291686,330210,3550414,159713237,427046912,133852487,36482,450,4215,142868,599720,771267536,797931620,93476203,15904767,64595748,114213,84095233,99998278,1722,117763272,8950683,2557,99997443,119953653,6963196,22561328,63082631,85956147,14043853,99931312,68688,26477450,1000,1000,1000,1000,1000,1000,1000
135000,11020,62954,134000000,804000000,1000,6000,9997573342796,37030866,296675633,1339959077,4727,36216,963455,133988980,1000,1160,588421,266051050,26129476,1973870524,2040719106,942921815,1057078185,202009650,99839968711,53578456,318778,3542397,160080562,429853736,133852839,36822,503,4178,142500,603276,777128247,803935886,93733679,15895733,65182434,115194,84104267,99998306,1694,117253991,9043438,2623,99997377,120225498,6963215,22702938,63452979,85741778,14258222,99932123,67877,26491819,1000,1000,1000,1000,1000,1000,1000
136000,10350,64249,135000000,810000000,1000,6000,9997568654945,41105737,302749252,1339957927,5403,36690,964365,134989650,1000,1123,587463,268050570,26126442,1973873558,2041239744,942553246,1057446754,203640585,99840200377,53865268,329870,3554270,160449958,432663112,133853516,37138,429,4327,141748,606532,782983425,809934628,93991645,15887682,65769225,116196,84112318,99998293,1707,116744425,9136254,2518,99997482,120498053,6963231,22843693,63822522,85527579,14472421,99932196,67804,26506408,1000,1000,1000,1000,1000,1000,1000
137000,10350,62096,136000000,816000000,1000,6000,9997568304852,40839029,304473062,1339958579,5097,36344,966226,135989650,1000,1088,581677,270046848,26120769,1973879231,2041763546,942192001,1057807999,205275604,99840436069,54152196,337067,3554348,160824977,435471972,133854383,37468,413,4076,141148,609916,788841984,815936816,94249319,15877688,66354522,117192,84122312,99998282,1718,116236279,9228907,2498,99997502,120770233,6963245,22982076,64189567,85313423,14686577,99932774,67226,26520914,1000,1000,1000,1000,1000,1000,1000
138000,10670,62897,137000000,822000000,1000,6000,9997569752267,38779290,304415888,1339958002,5297,36721,964980,136989330,1000,636,582585,272048700,26118700,1973881300,2042282961,941824505,1058175495,206909942,99840714946,54438396,300820,3516317,161193175,438273912,133854134,37828,441,4249,141196,613672,794698355,821936467,94506169,15867791,66939636,118119,84132209,99998259,1741,115728807,9322193,2497,99997503,121041800,6963263,23121266,64556173,85100724,14899276,99933033,66967,26535631,1000,1000,1000,1000,1000,1000,1000
139000,11110,63026,138000000,828000000,1000,6000,9997570671136,37249607,304879808,1339958237,5005,36778,965141,137988890,1000,1064,577761,274047498,26117600,1973882400,2042800433,941464299,1058535701,208548512,99840914182,54725648,344370,3551616,161566976,441087424,133854553,38150,464,4187,140816,616988,800554011,827935910,94764244,15860255,67526214,119043,84139745,99998210,1790,115219922,9415592,2464,99997536,121314657,6963285,23257807,64921225,84886995,15113005,99932979,67021,26550413,1000,1000,1000,1000,1000,1000,1000
140000,10440,62967,139000000,834000000,1000,6000,9997567349116,39959065,309581089,1339958225,4802,36993,966472,138989560,1000,614,571338,276046176,26115367,1973884633,2043320681,941106994,1058893006,210189871,99841131825,55012146,369065,3574671,161932159,443893992,133854505,38510,413,4094,141008,620792,806411091,833936419,95021614,15852674,68113428,119946,84147326,99998183,1817,114709461,9508121,2513,99997487,121586900,6963299,23393925,65284967,84674244,15325756,99932658,67342,26565286,1000,1000,1000,1000,1000,1000,1000
141000,10490,63326,140000000,840000000,1000,6000,9997571693022,35006318,306626820,1339957540,4931,37549,966531,139989510,1000,1148,570467,278045958,26115903,1973884097,2043836575,940745089,1059254911,211827742,99841396877,55298884,346742,3548844,162298036,446701544,133854132,38886,381,4075,141432,624708,812266641,839935526,95278902,15845664,68700471,120819,84154336,99998260,1740,114200118,9601624,2485,99997515,121859118,6963305,23529279,65647749,84461746,15538254,99932646,67354,26580216,1000,1000,1000,1000,1000,1000,1000
142000,11180,62346,141000000,846000000,1000,6000,9997568781604,37308916,310926679,1339957506,4850,37664,965990,140988820,1000,6246,568234,280045660,26116855,1973883145,2044351627,940386163,1059613837,213468506,99841670996,55586090,315114,3499283,162676813,449513580,133853653,39276,440,3907,142020,628824,818118725,845931408,95536393,15836581,69285315,121701,84163419,99998163,1837,113693100,9695507,2451,99997549,122131784,6963317,23663309,66008920,84249780,15750220,99932423,67577,26595391,1000,1000,1000,1000,1000,1000,1000
143000,10790,64006,142000000,852000000,1000,6000,9997570509938,34969094,310584553,1339957960,4704,37356,966032,141989210,1000,627,565086,282046356,26115083,1973884917,2044868587,940028545,1059971455,215111570,99841864157,55871118,362680,3552564,163031537,452303892,133853287,39658,483,3962,142288,632812,823979979,851935367,95791776,15828526,69870657,122631,84171474,99998242,1758,113186046,9789727,2512,99997488,122402169,6963331,23798710,66369700,84039403,15960597,99932371,67629,26610393,1000,1000,1000,1000,1000,1000,1000
144000,10940,62925,143000000,858000000,1000,6000,9997564826260,40042971,317657375,1339958056,4668,37296,965213,142989060,1000,6531,562688,284047694,26115408,1973884592,2045383971,939671185,1060328815,216755529,99842146592,56157146,321311,3513913,163388640,455103632,133853383,40012,400,4045,142192,636484,829831965,857930544,96048050,15821508,70457727,123573,84178492,99998177,1823,112677290,9884084,2398,99997602,122673544,6963350,23932415,66729477,83828432,16171568,99932372,67628,26625494,1000,1000,1000,1000,1000,1000,1000
145000,10320,62360,144000000,864000000,1000,6000,9997565512733,38748203,318359448,1339957347,5114,37559,966018,143989680,1000,604,559734,286047324,26115768,1973884232,2045897817,939315584,1060684416,218399540,99842374443,56442614,334303,3528950,163744840,457898480,133853199,40370,447,4058,142316,640208,835695544,863937036,96303658,15814564,71043711,124473,84185436,99998227,1773,112170078,9978796,2636,99997364,122944192,6963368,24065460,67088050,83617944,16382056,99932254,67746,26640534,1000,1000,1000,1000,1000,1000,1000
146000,10830,63338,145000000,870000000,1000,6000,9997568822471,34824967,316433095,1339958573,4285,37162,965785,144989170,1000,628,557617,288046770,26112944,1973887056,2046416178,938961657,1061038343,220045045,99842604729,56726918,342328,3544180,164094112,460683536,133853447,40684,399,4186,141988,643468,841552233,869936034,96558694,15805711,71628972,125370,84194289,99998124,1876,111663291,10073536,2369,99997631,123214597,6963382,24197220,67444108,83409015,16590985,99931351,68649,26655903,1000,1000,1000,1000,1000,1000,1000
147000,10510,62792,146000000,876000000,1000,6000,9997568648283,34390689,317995284,1339956920,4970,38130,965928,145989490,1000,576,554027,290047124,26112740,1973887260,2046930575,938609147,1061390853,221692875,99842847716,57012326,339695,3542722,164449075,463477004,133853550,41070,409,4005,142056,647436,847409934,875936632,96814140,15798527,72214839,126345,84201473,99998219,1781,111156377,10168573,2468,99997532,123485152,6963396,24328106,67800222,83198896,16801104,99931368,68632,26671012,1000,1000,1000,1000,1000,1000,1000
148000,10780,63749,147000000,882000000,1000,6000,9997564379678,38050498,323652252,1339957052,4397,38571,965495,146989220,1000,7038,551898,292047450,26112833,1973887167,2047444050,938256354,1061743646,223340384,99843081714,57298164,346772,3551117,164802661,466274608,133853371,41438,383,4226,142040,651236,853259412,881929213,97070235,15792345,72801903,127299,84207655,99998237,1763,110649009,10264335,2279,99997721,123756359,6963420,24457181,68155168,82988137,17011863,99931420,68580,26686124,1000,1000,1000,1000,1000,1000,1000
149000,10830,62755,148000000,888000000,1000,6000,9997562903800,38919112,326518951,1339957010,4489,38521,965096,147989170,1000,5755,549160,294048148,26115097,1973884903,2047955455,937905753,1062094247,224990464,99843335818,57584558,333079,3521193,165172080,469078060,133853353,41804,412,3879,142376,654992,859118309,887931490,97326226,15783633,73386459,128154,84216367,99998146,1854,110143961,10360144,2487,99997513,124027796,6963437,24585438,68508524,82778484,17221516,99931072,68928,26701570,1000,1000,1000,1000,1000,1000,1000
150000,10810,63077,149000000,894000000,1000,6000,9997563593871,37618625,327212746,1339956057,4609,39354,965731,148989190,1000,1085,545401,296046918,26112767,1973887233,2048471437,937557210,1062442790,226640675,99843578554,57869792,330110,3515025,165527125,471870280,133852855,42202,377,4152,142636,659044,864979841,893935838,97581460,15776596,73971936,129102,84223404,99998137,1863,109637337,10455411,2391,99997609,124298496,6963453,24713454,68860842,82569648,17430352,99930618,69382,26717036,1000,1000,1000,1000,1000,1000,1000
151000,10590,63132,150000000,900000000,1000,6000,9997564107408,36494459,328085055,1339956586,4510,38924,966044,149989410,1000,556,541750,298046732,26111659,1973888341,2048985888,937209285,1062790715,228292545,99843794375,58154018,351591,3541823,165874237,474651688,133853485,42528,509,4066,141960,662460,870838039,899936312,97835263,15768705,74556573,130125,84231295,99998181,1819,109131929,10551159,2451,99997549,124567795,6963472,24842238,69212437,82362333,17637667,99930296,69704,26732532,1000,1000,1000,1000,1000,1000,1000
152000,10840,62764,151000000,906000000,1000,6000,9997565239108,34749763,328336573,1339958187,4284,37549,966771,150989160,1000,6166,538781,300044778,26109244,1973890756,2049501860,936862246,1063137754,229943540,99844048728,58439930,336062,3511295,166239708,477449424,133854091,42862,405,3896,141628,665968,876689674,905931070,98090607,15760189,75140727,131085,84239811,99998117,1883,108626824,10646808,2397,99997603,124838779,6963484,24968194,69562457,82153909,17846091,99929960,70040,26748172,1000,1000,1000,1000,1000,1000,1000
153000,10570,63794,152000000,912000000,1000,6000,9997564681567,34696253,330277118,1339955414,5123,39483,968569,151989430,1000,1154,536996,302041722,26104101,1973895899,2050018960,936515839,1063484161,231594068,99844330511,58724738,292690,3457830,166597619,480237220,133853812,43224,373,4055,141780,669768,882551071,911935052,98345012,15752497,75724227,131997,84247503,99998165,1835,108122607,10742693,2437,99997563,125108874,6963493,25093370,69910658,81946574,18053426,99929296,70704,26763862,1000,1000,1000,1000,1000,1000,1000
154000,10770,63627,153000000,918000000,1000,6000,9997566834705,31932954,329513925,1339957168,4990,37862,967334,152989230,1000,669,533558,304043792,26103444,1973896556,2050531561,936170640,1063829360,233250925,99844504514,59008516,356749,3531257,166936428,483013564,133853225,43594,411,4108,142276,673648,888409649,917935704,98598324,15746345,76309626,132843,84253655,99998106,1894,107616756,10838632,2400,99997600,125377731,6963507,25219799,70259309,81739897,18260103,99929065,70935,26779407,1000,1000,1000,1000,1000,1000,1000
155000,10910,63623,154000000,924000000,1000,6000,9997562039177,36121550,335696426,1339954538,5102,40380,967695,153989090,1000,600,530891,306042790,26102957,1973897043,2051045309,935827705,1064172295,234906968,99844772667,59293736,326608,3492813,167289846,485804172,133852534,43980,501,4101,142884,677652,894266919,923935777,98852487,15739656,76894998,133692,84260344,99998094,1906,107110172,10934334,2396,99997604,125647959,6963527,25343388,70604931,81533929,18466071,99928362,71638,26795472,1000,1000,1000,1000,1000,1000,1000
156000,10380,62925,155000000,930000000,1000,6000,9997566594244,30954647,332526569,1339955911,4578,39531,968480,154989620,1000,598,528140,308042280,26099920,1973900080,2051559570,935484864,1064515136,236563599,99844970498,59577748,366193,3537843,167630128,488581744,133852758,44342,435,4055,142772,681380,900125432,929936477,99105658,15733426,77480139,134652,84266574,99998113,1887,106605197,11031060,2371,99997629,125916730,6963545,25467027,70950541,81327558,18672442,99928372,71628,26811072,1000,1000,1000,1000,1000,1000,1000
157000,10800,62836,156000000,936000000,1000,6000,9997559049026,37887448,341458363,1339955890,4865,39265,968337,155989200,1000,6803,527146,310041726,26095678,1973904322,2052074263,935141673,1064858327,238219842,99845253592,59862272,320336,3493423,167972754,491364288,133852507,44734,422,4119,142972,685396,905976858,935930361,99359074,15727942,78065754,135606,84272058,99997988,2012,106100105,11128518,2228,99997772,126186127,6963557,25589770,71294738,81122085,18877915,99928041,71959,26827053,1000,1000,1000,1000,1000,1000,1000
158000,10710,62873,157000000,942000000,1000,6000,9997558400766,37929820,343497643,1339955769,4693,39558,968408,156989290,1000,1140,524505,312041764,26098141,1973901859,2052584221,934801930,1065198070,239880113,99845495629,60147352,315733,3475185,168328919,494152044,133852774,45056,420,4090,142736,688700,911839783,941935987,99612670,15720035,78649596,136491,84279965,99998097,1903,105595700,11224741,2369,99997631,126455624,6963581,25710384,71637146,80916192,19083808,99927880,72120,26842954,1000,1000,1000,1000,1000,1000,1000
159000,10310,62888,158000000,948000000,1000,6000,9997563443260,32279291,339843967,1339954795,4509,40716,968238,157989690,1000,629,521570,314042904,26097171,1973902829,2053096282,934462152,1065537848,241541465,99845734400,60430508,311638,3467680,168675303,496921076,133852919,45406,427,4122,142552,692320,917698526,947936483,99864430,15710278,79230975,137442,84289722,99998007,1993,105094276,11321873,2277,99997723,126723610,6963591,25833799,71979869,80713110,19286890,99927256,72744,26859180,1000,1000,1000,1000,1000,1000,1000
160000,10500,63293,159000000,954000000,1000,6000,9997560789645,34323993,343886772,1339954800,4688,40532,967971,158989500,1000,1063,519174,316043058,26096726,1973903274,2053607810,934124175,1065875825,243203624,99845991068,60714258,292185,3444600,169018398,499696248,133852031,45832,456,4105,143428,696724,923555599,953935644,100117009,15702654,79814694,138324,84297346,99998126,1874,104590936,11419074,2370,99997630,126992129,6963609,25953491,72320260,80508351,19491649,99926862,73138,26875120,1000,1000,1000,1000,1000,1000,1000
