Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
103100,20000,20000,9985821945773,1990396873,9987219,12,1030970000,1000,0,81464311,2061939976,118584722,81415278,96004378,99933989,66011,1305015665,1305015665,111566778071,18,9153229,791000,250,0,2701596699,28,9469016000,9999972,4999991,9,410863,78501,9921499,0,21712,675460000,9947849,52151,7999863,137,675386137,2000,2000,2000,2000,2000,2000,2000
103200,22000,20000,9985817938671,1982566298,936,11008,1031968000,1000,0,81336161,2063913984,118571753,81428247,96113647,99987539,12461,1306472823,1306472823,111577665274,111066,10119026,4000,40000,0,2704339480,68,9478180800,9999932,4990248,9752,304780,20,9999980,0,10980,676105000,9987800,12200,7989980,10020,676081820,2000,2000,2000,2000,2000,2000,2000
103300,26000,20000,9985794758585,1993909489,9992691,9,1032964000,1000,20000,81891592,2065927982,118552056,81447944,96314944,99880408,119592,1307357390,1307357390,111589120899,111448,9264901,796400,100,0,2706714653,50,9487387200,9999950,4990299,9701,123249,51147,9948853,0,0,676679000,9999551,449,7984449,15551,676678551,2000,2000,2000,2000,2000,2000,2000
103400,18000,20000,9985781312351,1995518396,9896938,9000,1033972000,1000,0,82295071,2067926000,118700347,81299653,96064253,99990529,9471,1308406929,1308406929,111600956440,111860,9258560,564200,150,0,2708896000,0,9496819600,10000000,5000000,0,235400,290100,9709900,0,0,677224000,10000000,0,8000000,0,677224000,2000,2000,2000,2000,2000,2000,2000
103500,18000,20000,9985777505471,1987491189,977,14000,1034972000,1000,0,82415244,2069916000,118496560,81503440,95903940,99989456,10544,1309595756,1309595756,111611988249,21,9983851,3000,36750,0,2711618227,68438,9505854000,9931562,4993928,6072,524990,14173,9985827,0,3,677905000,9999413,587,7999990,10,677904410,2000,2000,2000,2000,2000,2000,2000
103600,21000,20000,9985763749276,1989416918,30008,21,1035969000,1000,0,82521024,2071937958,118605252,81394748,96310848,99969976,30024,1310845934,1310845934,111623309570,23,9270430,682000,20200,0,2714200382,26569,9515078000,9973431,5000000,0,57331,68218,9931782,0,19625,678571000,9998294,1706,7999331,669,678549669,2000,2000,2000,2000,2000,2000,2000
103700,18000,20000,9985740209614,2001122972,9979366,12000,1036972000,1000,20000,82776047,2073920000,118414586,81585414,95777214,99999653,347,1311965953,1311965953,111634604547,111558,10053353,0,100,0,2716710692,283565,9524368000,9716435,5000000,0,524635,59208,9940792,0,3,679178000,9999568,432,7978635,21365,679177565,2000,2000,2000,2000,2000,2000,2000
103800,16000,20000,9985736120386,1993374192,994,22,1037974000,1000,0,82574429,2075947956,118587034,81412966,96023866,99999671,329,1313426527,1313426527,111645708876,14,9804424,199000,40000,0,2719464025,70,9533400400,9999930,5000000,0,389030,13075,9986925,0,15485,679947000,9912655,87345,7997630,2370,679844170,2000,2000,2000,2000,2000,2000,2000
103900,20000,20000,9985712075520,2005584614,10029656,24,1038970000,1000,20000,82337797,2077939952,118758786,81241214,96026314,99952803,47197,1314946155,1314946155,111656859240,20,9999560,1200,50,0,2722373814,68,9542696400,9999932,4989688,10312,204520,486,9999514,0,226,680656000,9916906,83094,7986320,13680,680572680,2000,2000,2000,2000,2000,2000,2000
104000,25000,20100,9985707739879,1998087465,1015,7004,1039965000,1000,0,81808571,2079915992,118546736,81453264,95741264,99979029,20971,1316657421,1316657421,111667739083,20,10001717,1600,6000,0,2725366600,152099,9551749200,9847901,5000000,0,559901,0,10000000,0,2297,681450000,9858596,141404,7997301,2699,681306299,2000,2000,2000,2000,2000,2000,2000
104100,25000,20000,9985693573117,2000423733,477,8009,1040965000,1000,0,81449513,2081913982,118722732,81277268,96041368,99958787,41213,1318319469,1318319469,111678588043,111708,10099657,31000,50,0,2728400597,218432,9561052400,9781568,4986749,13251,4217,3,9999997,0,17952,682145000,9964135,35865,7874817,125183,682091183,2000,2000,2000,2000,2000,2000,2000
104200,19000,20000,9985679293156,2002868279,449,12008,1041971000,1000,0,81046477,2083917984,118751419,81248581,96206381,99996323,3677,1319960507,1319960507,111689464885,111225,10149315,0,20000,0,2731181598,22,9570002800,9999978,4999992,8,42170,2,9999998,0,37092,682911000,9895322,104678,7975370,24630,682769230,2000,2000,2000,2000,2000,2000,2000
104300,21000,20000,9985655469743,2014866651,9872193,11,1042969000,1000,20000,80929110,2085937978,118469772,81530228,96116228,99985590,14410,1321464868,1321464868,111700545258,12,9986242,14800,0,0,2733969059,269310,9579089600,9730690,5000000,0,144690,241,9999759,0,271,683544000,9931381,68619,7976890,23110,683475110,2000,2000,2000,2000,2000,2000,2000
104400,22000,20000,9985641375629,2017130646,9990032,40,1043968000,1000,0,80773853,2087935920,118740895,81259105,96233605,99978547,21453,1322933067,1322933067,111711506399,111868,9680201,422200,50,0,2736762945,42,9588232000,9999958,4988531,11469,13989,11155,9988845,0,688,684229000,9949899,50101,7986189,13811,684178211,2000,2000,2000,2000,2000,2000,2000
104500,21000,20000,9985637806720,2008870142,204,12004,1044969000,1000,20000,81041777,2089913992,118603154,81396846,96195546,99997723,2277,1324041215,1324041215,111722850402,13,9604098,361200,250,0,2739169494,1195,9597327600,9998805,5000000,0,200105,54906,9945094,0,19191,684831000,9974086,25914,7998705,1295,684785895,2000,2000,2000,2000,2000,2000,2000
104600,20000,20000,9985614096007,2020752124,9987424,7015,1045970000,1000,0,81137235,2091925970,118357901,81642099,95741299,99975965,24035,1325298735,1325298735,111733696234,111360,8997966,1095000,150,0,2741828164,11514,9606257600,9988486,4980812,19188,870098,51936,9948064,0,32542,685490000,9999444,556,7979498,20502,685456902,2000,2000,2000,2000,2000,2000,2000
104700,24000,20000,9985610397902,2012626556,506,13006,1046966000,1000,20000,81279869,2093905988,118639246,81360754,96152554,99999931,69,1326534119,1326534119,111745323114,16,9518486,399600,0,0,2744367069,90,9615717200,9999910,5000000,0,208110,82931,9917069,0,1,686092000,9999691,309,7966510,33490,686091690,2000,2000,2000,2000,2000,2000,2000
104800,22000,20000,9985596955925,2014239350,486,10000,1047968000,1000,0,81676968,2095916000,118677675,81322325,96250325,99999832,168,1327577032,1327577032,111757007492,8,9140508,589600,350,0,2746648000,68800,9625073200,9931200,5000000,0,3200,270900,9729100,0,0,686662000,10000000,0,7999600,400,686662000,2000,2000,2000,2000,2000,2000,2000
104900,17000,20000,9985583127508,2016237424,40,10,1048973000,1000,20000,81682298,2097945980,118551812,81448188,96048088,99973702,26298,1328832682,1328832682,111768133775,24,9799825,123600,200,0,2749394191,196567,9634216400,9803433,5000000,0,203533,77609,9922391,0,10,687431000,9890077,109923,7999733,267,687321067,2000,2000,2000,2000,2000,2000,2000
105000,21000,20000,9985569660779,2017871794,940,6015,1049969000,1000,0,82029108,2099925970,118597243,81402757,95881257,99973992,26008,1329952862,1329952862,111779259034,111687,9467466,405000,20150,0,2751774681,25693,9643320800,9974307,5000000,0,495807,240319,9759681,0,98,687944000,9999691,309,7974007,25993,687943593,2000,2000,2000,2000,2000,2000,2000
105100,20000,20000,9985555916154,2019785065,235,12023,1050970000,1000,20000,82126412,2101915954,118657773,81342227,96140627,99995288,4712,1331103542,1331103542,111790603450,26,9764250,223600,20000,0,2754469953,1508,9652547200,9998492,5000000,0,200092,13947,9986053,0,771,688686000,9909679,90321,7953492,46508,688594908,2000,2000,2000,2000,2000,2000,2000
105200,26000,20000,9985532164367,2031698762,9973222,8011,1051964000,1000,0,82153019,2103911978,118828607,81171393,96062693,99966581,33419,1332492959,1332492959,111802010572,28,9740628,9200,20000,0,2757033966,84,9661897600,9999916,4999984,16,108600,251234,9748766,0,34,689266000,9990034,9966,7953200,46800,689256000,2000,2000,2000,2000,2000,2000,2000
105300,23000,20000,9985518397994,2033640122,9987952,12007,1052967000,1000,20000,82256108,2105909986,118219202,81780798,95111298,99998292,1708,1333672878,1333672878,111812543162,111725,9301838,744000,300,0,2759671000,71,9670472000,9999929,5000000,0,1669429,74400,9925600,0,7513,689981000,9925684,74316,7999429,571,689899171,2000,2000,2000,2000,2000,2000,2000
105400,19000,20000,9985514728903,2025493018,992,10010,1053971000,1000,20000,82429927,2107921980,118806501,81193499,95944099,99999973,27,1334900053,1334900053,111824277264,111344,9834436,201000,0,0,2762283334,30,9680199200,9999970,4999566,434,248936,77166,9922834,0,258,690592000,9972122,27878,7933736,66264,690563864,2000,2000,2000,2000,2000,2000,2000
105500,17000,20000,9985490727375,2037650015,9988563,13000,1054973000,1000,20000,82197574,2109920000,118541790,81458210,96084410,99939026,60974,1336372426,1336372426,111835242083,111956,9823717,288400,0,0,2765144955,171229,9689268000,9828771,4982642,17358,185213,845,9999155,0,6,691350000,9914993,85007,7982613,17387,691264987,2000,2000,2000,2000,2000,2000,2000
105600,24000,20000,9985476435417,2040103048,9983188,10000,1055966000,1000,20000,81769020,2111912000,118320365,81679635,95708535,99976880,23120,1338072980,1338072980,111846179864,18,10000236,0,0,0,2768079913,322430,9698308800,9677570,4980224,19776,628894,787,9999213,0,5,692070000,9933311,66689,7980094,19906,692003306,2000,2000,2000,2000,2000,2000,2000
105700,23000,20000,9985462337416,2042368258,9983596,9000,1056967000,1000,20000,81483919,2113916000,118670874,81329126,95925926,99952581,47419,1339613081,1339613081,111857257270,21,10000230,1200,150,0,2770926247,37803,9707484400,9962197,5000000,0,365397,153,9999847,0,562,692819000,9884165,115835,7995197,4803,692702603,2000,2000,2000,2000,2000,2000,2000
105800,17000,20100,9985448572148,2044302736,10026796,36,1057973000,1000,19900,81610994,2115945928,118704712,81295288,95892388,99941006,58994,1340846934,1340846934,111868489054,21,9799746,203800,0,0,2773477600,75,9716640000,9999925,5000000,0,402825,39800,9960200,0,42325,693488000,9898300,101700,7978625,21375,693343975,2000,2000,2000,2000,2000,2000,2000
105900,20000,20000,9985444467351,2036567273,32931,25,1058970000,1000,0,81370354,2117939950,118522574,81477426,96040426,99964746,35254,1342356596,1342356596,111879384414,112002,8906286,1126000,500,0,2776239100,5728,9725634400,9994272,5000000,0,431272,112600,9887400,0,31884,694213000,9838212,161788,7999872,128,694019328,2000,2000,2000,2000,2000,2000,2000
106000,15000,20000,9985420426294,2048778070,9940328,23,1059975000,1000,20100,81063556,2119949954,118676618,81323382,96131282,99951344,48656,1343941398,1343941398,111890653731,29,9995569,8600,100,0,2779196837,128862,9735030000,9871138,4968882,31118,32120,1863,9998137,0,5003,694945000,9812283,187717,7968720,31280,694752280,2000,2000,2000,2000,2000,2000,2000
106100,19000,20000,9985416428149,2040939810,478,25,1060971000,1000,20000,80964359,2121941950,118651509,81348491,96084691,99961741,38259,1345393591,1345393591,111901562771,112277,10081129,6200,50,0,2781903892,130484,9744127600,9869516,5000000,0,133316,39508,9960492,0,13560,695584000,9874044,125956,7981916,18084,695444484,2000,2000,2000,2000,2000,2000,2000
106200,23000,20100,9985392579635,2052954872,9921648,12000,1061967000,1000,0,80870188,2123910000,118530907,81469093,96303293,99993412,6588,1346824812,1346824812,111912599905,11,8814095,1088000,400,0,2784599999,20028,9753074800,9979972,5000000,0,145772,108801,9891199,0,9885,696215000,9926513,73487,7999972,28,696131628,2000,2000,2000,2000,2000,2000,2000
106300,19000,20000,9985388824480,2044873812,502,9000,1062971000,1000,0,81026145,2125924000,118614792,81385208,96097908,99975455,24545,1348063855,1348063855,111923624843,111565,10127757,0,40000,0,2787226198,12764,9762302800,9987236,5000000,0,274536,2,9999998,0,15194,696834000,9983658,16342,7975736,24264,696802464,2000,2000,2000,2000,2000,2000,2000
106400,22000,20000,9985365326133,2056542291,9983367,7011,1063968000,1000,20000,81362677,2127921978,118617602,81382398,95889598,99999623,377,1349141301,1349141301,111935192592,20,9759908,179400,100,0,2789619988,4474,9771526800,9995526,4999878,122,488204,74712,9925288,0,13000,697418000,9999996,4,7999804,196,697404996,2000,2000,2000,2000,2000,2000,2000
106500,17000,20100,9985351858129,2058167785,10033839,31,1064973000,1000,19900,81746096,2129945938,118636852,81363148,96031948,99934104,65896,1350163842,1350163842,111946453272,111837,9727728,350200,50,0,2792106163,12797,9780754400,9987203,5000000,0,318403,34937,9965063,0,28,698036000,9987425,12575,7999203,797,698023397,2000,2000,2000,2000,2000,2000,2000
106600,18000,20000,9985347588692,2050598605,507,12006,1065972000,1000,20000,81299545,2131919988,118460985,81539015,95990115,99977655,22345,1351645443,1351645443,111957648124,111125,9246676,788000,300,0,2794905400,9,9789810000,9999991,4999992,8,548883,78200,9921800,0,751,698975000,9669468,330532,7999883,117,698643717,2000,2000,2000,2000,2000,2000,2000
106700,20000,20100,9985323600958,2062755640,9981344,11000,1066970000,1000,0,81127452,2133918000,118397398,81602602,95427602,99983748,16252,1353096548,1353096548,111968713299,13,10010501,0,40000,0,2797701200,5296,9798889200,9994704,5000000,0,1169704,0,10000000,0,9488,699694000,9654384,345616,7994504,5496,699338896,2000,2000,2000,2000,2000,2000,2000
106800,20000,20000,9985309602966,2064934323,9929641,29,1067970000,1000,20000,80924830,2135939942,118373831,81626169,95143369,99989570,10430,1354661112,1354661112,111979596375,111211,10118225,2800,100,0,2800573569,134738,9808055200,9865262,5000000,0,1348062,31,9999969,0,8845,700354000,9730983,269017,7961662,38338,700076138,2000,2000,2000,2000,2000,2000,2000
106900,18000,20000,9985295661642,2067046838,9988388,11000,1068972000,1000,20100,80845625,2137922000,118614380,81385620,95871320,99982075,17925,1356061375,1356061375,111990934142,20,9799958,209200,0,0,2803296251,64,9817342800,9999936,4978018,21982,492254,49,9999951,0,8187,701015000,9756333,243667,7977654,22346,700763146,2000,2000,2000,2000,2000,2000,2000
107000,22000,20000,9985282082562,2068795585,9826103,8000,1069968000,1000,20000,80934859,2139920000,118677447,81322553,96106053,99984341,15659,1357449141,1357449141,112001907030,112109,10132370,0,0,0,2805957541,80308,9826579600,9919692,4999521,479,135713,659,9999341,0,19920,701536000,9964407,35593,7986113,13887,701480487,2000,2000,2000,2000,2000,2000,2000
107100,24000,20000,9985277913030,2061130420,302,7000,1070966000,1000,0,80781941,2141918000,118404950,81595050,96055150,99994059,5941,1358912059,1358912059,112012964871,112398,10092529,20000,20000,0,2808735607,308054,9835708000,9691946,4972977,27023,204823,993,9999007,0,124,702224000,9946701,53299,7972823,27177,702170577,2000,2000,2000,2000,2000,2000,2000
107200,21000,20000,9985264043782,2063161199,19071,10016,1071969000,1000,0,80699920,2143917968,118592949,81407051,96098851,99924080,75920,1360339048,1360339048,112023820155,112166,10119645,0,40000,0,2811481424,93,9844700400,9999907,5000000,0,308107,176,9999824,0,6655,702879000,9997348,2652,7985707,14293,702869693,2000,2000,2000,2000,2000,2000,2000
107300,21000,20000,9985240118755,2075250472,9985606,10012,1072969000,1000,20000,80635955,2145917976,118629503,81370497,96048997,99982845,17155,1361695021,1361695021,112035124482,112400,9910718,201600,300,0,2814168911,859,9853938400,9999141,4977453,22547,298094,1089,9998911,0,7,703587000,9940313,59687,7976294,23706,703527306,2000,2000,2000,2000,2000,2000,2000
107400,25000,20000,9985236509968,2067032001,20449,13,1073965000,1000,0,80891161,2147929974,118642543,81357457,96161857,99972739,27261,1362800813,1362800813,112046557289,111627,10160611,20000,20000,0,2816651185,126416,9863269200,9873584,4967388,32612,36572,115,9999885,0,68099,704238000,9990527,9473,7966372,33628,704160428,2000,2000,2000,2000,2000,2000,2000
107500,21000,20000,9985212386087,2079316900,10028880,26,1074969000,1000,20000,80609464,2149937948,118781135,81218865,96138465,99959536,40464,1364428484,1364428484,112057466808,112083,10097992,13600,0,0,2819564538,10903,9872362800,9989097,5000000,0,69497,1862,9998138,0,371,704900000,9988674,11326,7956297,43703,704888303,2000,2000,2000,2000,2000,2000,2000
107600,21000,20000,9985198664113,2081206708,9964372,8000,1075969000,1000,0,80678132,2151922000,118672921,81327079,96150179,99998468,1532,1365670868,1365670868,112068695645,112046,9256155,798000,100,0,2822122000,2,9881456800,9999998,4999999,1,176897,79800,9920200,0,20909,705573000,9971212,28788,7945097,54903,705523303,2000,2000,2000,2000,2000,2000,2000
107700,23000,20000,9985184643240,2083400271,10005719,12,1076967000,1000,0,80512062,2153933976,118626087,81373913,96169913,99972638,27362,1367145914,1367145914,112079653344,112084,10131556,2000,40000,0,2824877477,53,9890546400,9999947,4994929,5071,198876,23,9999977,0,20495,706276000,9951819,48181,7994476,5524,706207324,2000,2000,2000,2000,2000,2000,2000
107800,19000,20100,9985170780930,2085424106,9997688,10,1077971000,1000,0,80475481,2155941980,118614416,81385584,95940384,99959919,40081,1368472499,1368472499,112091012637,25,10037963,8400,20100,0,2827574995,66446,9899758400,9933554,5000000,0,378754,5,9999995,0,45343,706994000,9926789,73211,7999754,246,706875446,2000,2000,2000,2000,2000,2000,2000
107900,20000,20000,9985166627769,2077742400,890,8000,1078970000,1000,20000,80144995,2157924000,118411169,81588831,96091631,99962505,37495,1370109005,1370109005,112101798271,111899,10148229,0,0,0,2830506682,308210,9908901200,9691790,5000000,0,188990,18,9999982,0,35348,707670000,9989358,10642,7971790,28210,707624010,2000,2000,2000,2000,2000,2000,2000
108000,24000,20000,9985152564865,2079969132,28902,19,1079966000,1000,0,79952516,2159931962,118648059,81351941,96263241,99960784,39216,1371522446,1371522446,112112987847,112266,9298853,801200,50,0,2833283340,29,9918006400,9999971,5000000,0,88671,14060,9985940,0,847,708457000,9819576,180424,7976471,23529,708275729,2000,2000,2000,2000,2000,2000,2000
108100,20000,20100,9985138482980,2082216971,93,9000,1080970000,1000,19900,79682611,2161922000,118576351,81423649,96219449,99977489,22511,1373154389,1373154389,112123865490,112215,9647210,377200,100,0,2836056093,33,9927068000,9999967,4996068,3932,200235,88807,9911193,0,2,709085000,9905367,94633,7999435,565,708990365,2000,2000,2000,2000,2000,2000,2000
108200,21000,20000,9985114853682,2094018488,9977224,17000,1081969000,1000,20000,79862718,2163904000,118469470,81530530,96154430,99999982,18,1374419282,1374419282,112135319731,111906,9794369,0,300,0,2838459746,212458,9936396000,9787542,4994837,5163,158479,325554,9674446,0,7017,709622000,9999938,62,7994479,5521,709614921,2000,2000,2000,2000,2000,2000,2000
