Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
95500,21000,20000,9986873585468,1838075309,9971313,14,954969000,1000,20100,81787288,1909937972,118656949,81343051,96133851,99953312,46688,1203444684,1203444684,110718431565,21,9962635,10000,100,0,2498733172,92059,8772578800,9907941,4995521,4479,112662,29028,9970972,0,642,624706000,9970580,29420,7994862,5138,624675938,2000,2000,2000,2000,2000,2000,2000
95600,19000,20000,9986859950956,1839870767,9985243,13000,955971000,1000,20000,81986588,1911916000,118536023,81463977,96056877,99956112,43888,1204539412,1204539412,110729686772,110322,10117728,0,0,0,2501290989,227802,8781823600,9772198,5000000,0,179298,111,9999889,0,6517,625390000,9919019,80981,7953698,46302,625302502,2000,2000,2000,2000,2000,2000,2000
95700,26000,20000,9986846064782,1841915011,9983611,27,956964000,1000,20000,81988223,1913927946,118733639,81266361,96137661,99991677,8323,1205937723,1205937723,110740910757,9,10000943,0,0,0,2503928476,93,8790956800,9999907,4993515,6485,122122,624,9999376,0,558,626002000,9974236,25764,7993322,6678,625975678,2000,2000,2000,2000,2000,2000,2000
95800,22000,20000,9986842355479,1833790198,1108,3,957968000,1000,0,82143352,1915935994,118476871,81523129,95912329,99996448,3552,1207145642,1207145642,110752306399,21,9935801,15800,200,0,2506474379,327350,8800213600,9672650,4999690,310,283140,49821,9950179,0,401,626647000,9962661,37339,7999340,660,626609260,2000,2000,2000,2000,2000,2000,2000
95900,23000,20000,9986818792617,1845524123,9916563,6,958967000,1000,20000,82317264,1917933988,118543728,81456272,95997472,99990836,9164,1208336724,1208336724,110763324541,110641,10102959,7400,350,0,2509049310,172035,8809324400,9827965,4984129,15871,270894,1490,9998510,0,208,627280000,9976714,23286,7983894,16106,627256506,2000,2000,2000,2000,2000,2000,2000
96000,23000,20000,9986815431383,1837042982,1078,10001,959967000,1000,0,82867697,1919913998,118511863,81488137,95764637,99995603,4397,1209151301,1209151301,110775005451,10,10000849,0,20100,0,2511322178,127671,8818552000,9872329,4990058,9942,585887,322,9999678,0,161,627895000,9914274,85726,7989887,10113,627809113,2000,2000,2000,2000,2000,2000,2000
96100,20000,20000,9986791437159,1849198855,10031981,27,960970000,1000,0,82711786,1921939946,118666560,81333440,96093440,99938714,61286,1210640160,1210640160,110786072371,10,9696929,265400,20050,0,2514117315,39973,8827720800,9960027,5000000,0,200027,38685,9961315,0,4,628588000,9921777,78223,7975627,24373,628509773,2000,2000,2000,2000,2000,2000,2000
96200,20000,20000,9986777263063,1851529717,10019513,22,961970000,1000,20000,82371476,1923939956,118670236,81329764,95821664,99941724,58276,1212207480,1212207480,110796942848,110191,10101752,9400,0,0,2517010160,87,8836821200,9999913,5000000,0,508013,40,9999960,0,1,629361000,9855388,144612,7979213,20787,629216387,2000,2000,2000,2000,2000,2000,2000
96300,20000,20100,9986763378329,1853579509,9987035,8000,962970000,1000,0,82300063,1925924000,118562938,81437062,96116362,99968537,31463,1213674937,1213674937,110808138455,110890,10090145,0,100,0,2519765050,281622,8846144800,9718378,4979237,20763,18315,21750,9978250,0,5,629949000,9989690,10310,7976515,23485,629938685,2000,2000,2000,2000,2000,2000,2000
96400,20000,20000,9986759364519,1845753527,563,9000,963970000,1000,20000,82163068,1927922000,118516446,81483554,95614954,99994032,5968,1215082932,1215082932,110819081277,12,9970423,35200,0,0,2522452752,37,8854982400,9999963,5000000,0,868563,748,9999252,0,5359,630676000,9923396,76604,7999363,637,630594037,2000,2000,2000,2000,2000,2000,2000
96500,22000,20000,9986735767621,1857527103,9985575,14020,964968000,1000,20000,82284266,1929907960,118653084,81346916,95990716,99917834,82166,1216268694,1216268694,110830332074,110454,10068426,50400,0,0,2525089159,24,8864303200,9999976,5000000,0,356176,141,9999859,0,7513,631355000,9899737,100263,7986376,13624,631247224,2000,2000,2000,2000,2000,2000,2000
96600,15000,20000,9986721915610,1859542815,10006035,13,965975000,1000,0,82340947,1931949974,118682899,81317101,96257401,99927753,72247,1217622027,1217622027,110841492384,111444,10111916,0,40000,0,2527695657,24,8873471600,9999976,5000000,0,59676,643,9999357,0,115,631987000,9916039,83961,7985076,14924,631902924,2000,2000,2000,2000,2000,2000,2000
96700,20000,20000,9986707824322,1861803749,9985501,25,966970000,1000,20000,82094101,1933939950,118565021,81434979,95806979,99972399,27601,1219120849,1219120849,110852543537,110101,9870563,201400,150,0,2530467696,554,8882516400,9999446,5000000,0,627446,39904,9960096,0,766,632725000,9856920,143080,7999446,554,632581154,2000,2000,2000,2000,2000,2000,2000
96800,18000,20000,9986703753724,1854049498,582,11008,967972000,1000,20100,81849984,1935921984,118675506,81324494,96096794,99976916,23084,1220478000,1220478000,110864056002,22,9861898,153800,0,0,2533256082,27291,8891852000,9972709,4999999,1,200408,18,9999982,0,14694,633594000,9646286,353714,7977208,22792,633225592,2000,2000,2000,2000,2000,2000,2000
96900,20000,20000,9986690006404,1855961334,40654,25,968970000,1000,20000,81978135,1937939950,118474988,81525012,96035712,99958865,41135,1221738815,1221738815,110875172736,110655,10128864,8400,0,0,2535858974,258038,8901064000,9741962,4974135,25865,205397,26,9999974,0,25635,634223000,9689838,310162,7973797,26203,633887203,2000,2000,2000,2000,2000,2000,2000
97000,26000,20000,9986675959693,1858166829,495,10005,969964000,1000,0,81741178,1939907990,118502012,81497988,96106088,99999522,478,1223205812,1223205812,110886382635,27,10028865,11800,20250,0,2538628794,191286,8910209600,9808714,4980040,19960,180654,6,9999994,0,39644,634961000,9647790,352210,7979854,20146,634569146,2000,2000,2000,2000,2000,2000,2000
97100,17000,20000,9986662133127,1860159107,455,12015,970973000,1000,0,81724959,1941921970,118499104,81500896,96047596,99961641,38359,1224651011,1224651011,110897108669,110848,10106331,5600,40000,0,2541370199,92621,8919202800,9907379,4999960,40,360639,1,9999999,0,84,635546000,9728845,271155,7962439,37561,635274761,2000,2000,2000,2000,2000,2000,2000
97200,17000,20000,9986637998394,1872461279,9986905,11000,971973000,1000,20100,81401313,1943924000,118684573,81315427,96149927,99951687,48313,1226252687,1226252687,110908200387,110219,10109613,1200,150,0,2544276071,17736,8928436400,9982264,4980138,19862,127902,629,9999371,0,223,636270000,9732321,267679,7977702,22298,636002098,2000,2000,2000,2000,2000,2000,2000
97300,23000,20000,9986623909904,1874711978,9978520,12012,972967000,1000,20000,81156509,1945909976,118566058,81433942,96214342,99979991,20009,1227899467,1227899467,110918872664,110867,9682436,398000,100,0,2547121910,42,8937379200,9999958,4996219,3781,215777,39990,9960010,0,8559,636854000,9913382,86618,7968577,31423,636758823,2000,2000,2000,2000,2000,2000,2000
97400,18000,20000,9986620391491,1866396555,17,10000,973972000,1000,20100,81462731,1947924000,118605446,81394554,96338154,99935269,64731,1229076269,1229076269,110930390788,17,9519812,289800,50,0,2549538095,54165,8946663200,9945835,5000000,0,2235,191405,9808595,0,0,637385000,9999365,635,7982835,17165,637384365,2000,2000,2000,2000,2000,2000,2000
97500,19000,20000,9986607176733,1867782811,531,11,974971000,1000,20000,82101399,1949941978,118623922,81376078,96148678,99941701,58299,1229815579,1229815579,110941783213,110341,9793687,338800,0,0,2551841094,82,8955870000,9999918,5000000,0,227318,20206,9979794,0,41352,638025000,9968834,31166,7998118,1882,637952482,2000,2000,2000,2000,2000,2000,2000
97600,18000,20000,9986593393470,1869740490,534,13014,975972000,1000,20000,82174058,1951917972,118278632,81721368,95300068,99996042,3958,1231090914,1231090914,110952853296,111081,10119804,2400,50,0,2554499394,232141,8964940000,9767859,5000000,0,1189159,6,9999994,0,10129,638653000,9975970,24030,7938559,61441,638618841,2000,2000,2000,2000,2000,2000,2000
97700,27000,20000,9986580294117,1871015530,550,10000,976963000,1000,0,82877610,1953906000,118471547,81528453,95449953,99986590,13410,1231840390,1231840390,110964421261,110112,10109339,1000,40100,0,2556691392,41,8974194000,9999959,4994132,5868,1072591,808,9999192,0,35,639188000,9979844,20156,7927591,72409,639167809,2000,2000,2000,2000,2000,2000,2000
97800,16000,20000,9986556425144,1883044774,9961298,17015,977974000,1000,0,82827597,1955913970,118595988,81404012,96194712,99997103,2897,1233218373,1233218373,110975866129,111157,9255971,799000,50,0,2559342890,74411,8983554000,9925589,4999973,27,134862,79910,9920090,0,22724,639868000,9987262,12738,7971862,28138,639832538,2000,2000,2000,2000,2000,2000,2000
97900,24000,20000,9986552384429,1875242532,37044,16,978966000,1000,0,82689840,1957931968,118521029,81478971,96056471,99963360,36640,1234687128,1234687128,110986815869,111112,9003531,1008000,400,0,2562096397,173,8992548400,9999827,5000000,0,422327,100803,9899197,0,222,640555000,9959095,40905,7999927,73,640513873,2000,2000,2000,2000,2000,2000,2000
98000,17000,20000,9986528526813,1887273762,9888204,20,979973000,1000,0,82548101,1959945960,118426235,81573765,95471265,99987699,12301,1236135859,1236135859,110997992435,8,9865165,134000,9300,0,2564891472,128805,9001720400,9871195,4977986,22014,951681,2728,9997272,0,885,641262000,9949004,50996,7999281,719,641210119,2000,2000,2000,2000,2000,2000,2000
98100,17000,20000,9986514831240,1889137740,9889416,18,980973000,1000,0,82683620,1961945964,118700944,81299056,96246856,99985980,14020,1237424344,1237424344,111009374791,9,9850009,0,40100,0,2567352000,0,9011048000,10000000,5000000,0,52200,151000,9849000,0,0,641838000,10000000,0,7991200,8800,641838000,2000,2000,2000,2000,2000,2000,2000
98200,18000,20000,9986511510766,1880620084,528,18,981972000,1000,0,83300454,1963943964,118661514,81338486,95973386,99976046,23954,1238227510,1238227510,111020923672,111352,9974628,0,20000,0,2569663976,131158,9020402000,9868842,4999866,134,233808,137724,9862276,0,0,642416000,9999992,8,7969808,30192,642415992,2000,2000,2000,2000,2000,2000,2000
98300,21000,20000,9986488230805,1892063017,9904231,23,982969000,1000,0,83770284,1965937954,118612676,81387324,96111224,99991116,8884,1239151670,1239151670,111032332181,111189,9369219,677600,100,0,2572063427,104070,9029570000,9895930,4999160,840,171190,65373,9934627,0,3,643016000,9999813,187,7997790,2210,643015810,2000,2000,2000,2000,2000,2000,2000
98400,22000,20000,9986484507298,1883943031,18873,10013,983968000,1000,0,83971458,1967915974,118604803,81395197,96124097,99979642,20358,1240278516,1240278516,111043655766,14,9545534,455400,20000,0,2574641076,70440,9038750400,9929560,5000000,0,200660,624,9999376,0,544,643666000,9993084,6916,7962660,37340,643658540,2000,2000,2000,2000,2000,2000,2000
98500,23000,20000,9986470713234,1885903656,566,10000,984967000,1000,20000,84006355,1969914000,118479690,81520310,96105710,99995445,4555,1241584645,1241584645,111054908655,25,9707345,283000,150,0,2577239993,202096,9047945200,9797904,4999956,44,212460,10907,9989093,0,227,644323000,9982967,17033,7998260,1740,644305740,2000,2000,2000,2000,2000,2000,2000
98600,26000,20000,9986446742672,1898031172,9895962,16,985964000,1000,20000,83780479,1971927968,118587412,81412588,95774388,99987721,12279,1243062489,1243062489,111065788189,111207,9700811,394000,300,0,2580038000,68,9056994000,9999932,5000000,0,638132,39400,9960600,0,22004,645085000,9928672,71328,7957132,42868,644991668,2000,2000,2000,2000,2000,2000,2000
98700,22000,20000,9986432862483,1900075262,9946826,11,986968000,1000,0,83806821,1973935978,118726523,81273477,96002877,99999279,721,1244431157,1244431157,111077197056,10,9513444,457200,0,0,2582743934,66580,9066334000,9933420,4999402,598,203422,42366,9957634,0,12000,645698000,9999978,22,7943622,56378,645685978,2000,2000,2000,2000,2000,2000,2000
98800,19000,20000,9986419458263,1901641128,9987170,13000,987971000,1000,0,84261721,1975916000,118650591,81349409,96180609,99999679,321,1245415279,1245415279,111088706659,111110,9904541,14000,20050,0,2584955297,148997,9075653200,9851003,4992220,7780,12023,193603,9806397,0,34,646239000,9999811,189,7991823,8177,646238777,2000,2000,2000,2000,2000,2000,2000
98900,20000,20100,9986405987942,1903269995,10038801,40,988970000,1000,19900,84659013,1977939920,118516257,81483743,95730343,99950287,49713,1246453907,1246453907,111099977873,27,9665227,67000,20050,0,2587308000,26600,9084618000,9973400,5000000,0,726800,268800,9731200,0,0,646827000,10000000,0,7999800,200,646827000,2000,2000,2000,2000,2000,2000,2000
99000,22000,20000,9986402161321,1895261565,6615,0,989968000,1000,20000,84650075,1979936000,118559086,81440914,96040514,99969025,30975,1247717925,1247717925,111111317882,16,9946818,14600,50,0,2590134992,226025,9094004000,9773975,4999891,109,174266,39608,9960392,0,10,647568000,9954344,45656,7995866,4134,647522334,2000,2000,2000,2000,2000,2000,2000
99100,21000,20000,9986388188805,1897405198,30200,11,990969000,1000,20000,84531990,1981937978,118629181,81370819,96207419,99969010,30990,1249124988,1249124988,111122154541,110931,9461859,649000,150,0,2592909417,4091,9103013200,9995909,4978615,21385,137924,1083,9998917,0,11,648281000,9928487,71513,7977724,22276,648209476,2000,2000,2000,2000,2000,2000,2000
99200,23000,20000,9986374210173,1899545758,24,12,991967000,1000,20100,84355371,1983933976,118463207,81536793,95999093,99967129,32871,1250570605,1250570605,111133400919,111520,10101981,8600,50,0,2595644299,323264,9112305600,9676736,4999677,323,214113,39501,9960499,0,37562,649008000,9920849,79151,7974113,25887,648891287,2000,2000,2000,2000,2000,2000,2000
99300,23000,20000,9986350261368,1911651570,9934112,10,992967000,1000,20000,84209061,1985933980,118609918,81390082,96167482,99992539,7461,1252109919,1252109919,111144361300,25,9875300,125800,9900,0,2598438375,68425,9121323600,9931575,5000000,0,154175,25,9999975,0,100,649615000,9992925,7075,7997375,2625,649607825,2000,2000,2000,2000,2000,2000,2000
99400,22000,20000,9986337267678,1912812252,10002920,16,993968000,1000,20000,85090568,1987935968,118525398,81474602,95807502,99963932,36068,1252721400,1252721400,111155987621,110879,9326879,599000,50,0,2600399961,100,9130511600,9999900,5000000,0,667000,204039,9795961,0,18039,650124000,9992039,7961,7999400,600,650098000,2000,2000,2000,2000,2000,2000,2000
99500,20000,20000,9986334012878,1904223432,23034,19,994970000,1000,20000,85713532,1989939962,118668472,81331528,95945528,99973968,26032,1253466430,1253466430,111167801636,32,9621664,378000,100,0,2602762616,44,9139924400,9999956,5000000,0,385956,2284,9997716,0,916,650760000,9908760,91240,7999556,444,650667844,2000,2000,2000,2000,2000,2000,2000
99600,22000,20100,9986309830199,1916566141,9971505,7018,995968000,1000,20000,85327264,1991921964,118553604,81446396,96159496,99999936,64,1255081700,1255081700,111178714498,11,9180902,795000,50,0,2605638549,97,9148960000,9999903,5000000,0,286803,25751,9974249,0,642,651513000,9863039,136961,7999803,197,651375397,2000,2000,2000,2000,2000,2000,2000
99700,23000,20000,9986305583920,1908969695,945,7015,996967000,1000,0,84888360,1993919970,118723085,81276915,96000815,99937140,62860,1256741610,1256741610,111189590423,111398,10148477,17400,20000,0,2608652895,26493,9158237200,9973507,5000000,0,249607,5,9999995,0,53484,652290000,9902277,97723,7972807,27193,652138793,2000,2000,2000,2000,2000,2000,2000
99800,21000,20000,9986291389030,1911331062,1030,11000,997969000,1000,20000,84585784,1995916000,118688492,81311508,96097508,99999816,184,1258369216,1258369216,111200711883,30,9842717,117400,0,0,2611462400,13829,9167332400,9986171,5000000,0,200171,41000,9959000,0,87,652961000,9872916,127084,7996171,3829,652833829,2000,2000,2000,2000,2000,2000,2000
99900,18000,20100,9986277400596,1913491714,44354,21,998972000,1000,0,84388899,1997943958,118500968,81499032,95325932,99892301,107699,1259921059,1259921059,111211186903,110699,10111697,12800,19900,0,2614394962,36,9176190400,9999964,4983070,16930,1156134,38,9999962,0,12836,653634000,9970102,29898,7978534,21466,653591266,2000,2000,2000,2000,2000,2000,2000
100000,21000,20000,9986263323344,1915739903,133,12024,999969000,1000,0,84125991,1999913952,118419299,81580701,95899001,99951809,48191,1261363961,1261363961,111222448137,19,9602063,399200,40000,0,2617124763,48,9185308400,9999952,5000000,0,681652,237,9999763,0,481,654424000,9810229,189771,7979452,20548,654233748,2000,2000,2000,2000,2000,2000,2000
100100,20000,20000,9986249148487,1918079990,1090,10000,1000970000,1000,20000,83841100,2001920000,118487477,81512523,95815723,100000000,0,1262982900,1262982900,111233453381,12,10020119,0,20000,0,2619952660,23,9194488400,9999977,4991954,8046,688731,240,9999760,0,19347,655096000,9882016,117984,7991331,8669,654958669,2000,2000,2000,2000,2000,2000,2000
100200,21000,20000,9986235000184,1920399665,30241,24,1001969000,1000,20000,83538864,2003937952,118413101,81586899,95388799,99970336,29664,1264490088,1264490088,111244348210,111000,9729790,397000,150,0,2622871284,26090,9203555600,9973910,4986760,13240,1158770,16,9999984,0,14806,655909000,9764836,235164,7931170,68830,655659030,2000,2000,2000,2000,2000,2000,2000
100300,22000,20000,9986211090502,1932474761,9992057,11008,1002968000,1000,0,83400940,2005913984,118537447,81462553,96004953,99969660,30340,1265927044,1265927044,111255564515,111021,10105885,32400,37300,0,2625556600,88,9212826000,9999912,5000000,0,457512,0,10000000,0,26264,656586000,9772552,227448,7999912,88,656332288,2000,2000,2000,2000,2000,2000,2000
100400,19000,20000,9986197163556,1934569678,10018186,36,1003971000,1000,0,83338468,2007941928,118589662,81410338,96181438,99948032,51968,1267379460,1267379460,111266644352,111642,10134348,4400,40000,0,2628315999,58102,9222033200,9941898,5000000,0,170798,101,9999899,0,26207,657224000,9841609,158391,7973998,26002,657039402,2000,2000,2000,2000,2000,2000,2000
100500,20000,20000,9986193381879,1926523098,90,11,1004970000,1000,0,83376285,2009939978,118591455,81408545,96026845,99959315,40685,1268657693,1268657693,111277909892,110982,9342908,743000,250,0,2630926100,42,9231160000,9999958,5000000,0,381658,65600,9934400,0,39526,657906000,9820068,179932,7999658,342,657686542,2000,2000,2000,2000,2000,2000,2000
100600,17000,20100,9986169250849,1938816791,9913397,14010,1005973000,1000,0,83007193,2011917980,118578220,81421780,96206980,99992607,7393,1270189787,1270189787,111289225379,111119,10061821,12800,19900,0,2633809501,200007,9240544000,9799993,4985773,14227,566,37499,9962501,0,1,658721000,9641835,358165,7949366,50634,658362834,2000,2000,2000,2000,2000,2000,2000
100700,21000,20000,9986165287722,1930947244,18002,9012,1006969000,1000,20000,82933217,2013919976,118408942,81591058,95709258,99942483,57517,1271589759,1271589759,111299926525,111237,9647175,451800,150,0,2636513300,46,9249304800,9999954,5000000,0,881754,44700,9955300,0,31438,659397000,9683684,316316,7999754,246,659049246,2000,2000,2000,2000,2000,2000,2000
100800,22000,20000,9986150993174,1933411388,978,8013,1007968000,1000,20100,82486282,2015919974,118595336,81404664,95853264,99976718,23282,1273301692,1273301692,111311037136,21,9811864,196200,50,0,2639514200,23981,9258585200,9976019,5000000,0,527419,39500,9960500,0,46543,660132000,9724124,275876,7921419,78581,659809581,2000,2000,2000,2000,2000,2000,2000
100900,18000,20100,9986137026349,1935553807,519,18,1008972000,1000,0,82362438,2017943964,118590020,81409980,96198680,99971762,28238,1274867526,1274867526,111321809866,111428,10111734,9000,39600,0,2642270779,21,9267644800,9999979,4999419,581,210698,21,9999979,0,8327,660714000,9816029,183971,7999898,102,660521702,2000,2000,2000,2000,2000,2000,2000
101000,18000,20000,9986113033927,1947725568,10032686,41,1009972000,1000,0,82204618,2019943918,118384213,81615787,95540387,99953582,46418,1276394300,1276394300,111332578856,20,9960144,91200,32500,0,2645088192,108,9276516400,9999892,5000000,0,1075292,8,9999992,0,50332,661345000,9969840,30160,7999092,908,661264508,2000,2000,2000,2000,2000,2000,2000
101100,21000,20000,9986099070007,1949871576,9950130,8011,1010969000,1000,20100,81996116,2021921978,118352361,81647639,95736639,99995584,4416,1277886862,1277886862,111343659277,13,9404223,596400,0,0,2647910208,29,9285650000,9999971,4981659,18341,892630,692,9999308,0,302,662039000,9918472,81528,7981030,18970,661957170,2000,2000,2000,2000,2000,2000,2000
101200,23000,20000,9986095191393,1941917338,44466,20,1011967000,1000,20000,81969444,2023933960,118412191,81587809,95750909,99908356,91644,1279238516,1279238516,111354913108,18,9988092,36200,0,0,2650634477,138458,9294964000,9861542,5000000,0,698442,123,9999877,0,23397,662726000,9941355,58645,7997642,2358,662643958,2000,2000,2000,2000,2000,2000,2000
101300,21000,20000,9986071188108,1954096843,10000909,9020,1012969000,1000,20100,81798063,2025919960,118444311,81555689,95728889,99974037,25963,1280692897,1280692897,111365933448,14,9881652,197000,50,0,2653381601,77445,9304085200,9922555,4987499,12501,736854,2199,9997801,0,79837,663429000,9994983,5017,7950654,49346,663344146,2000,2000,2000,2000,2000,2000,2000
101400,21000,20000,9986057256546,1956199198,9981888,10012,1013969000,1000,0,81642783,2027917976,118481720,81518280,95781280,99942117,57883,1282094193,1282094193,111377106438,9,10012062,0,40000,0,2656126899,51,9313222400,9999949,5000000,0,736949,1,9999999,0,11054,664181000,9815705,184295,7961549,38451,663985651,2000,2000,2000,2000,2000,2000,2000
101500,21000,20000,9986043241196,1958385218,9985410,10000,1014969000,1000,20000,81504296,2029918000,118594914,81405086,96204986,99986104,13896,1283622704,1283622704,111388232389,13,9511811,444200,50,0,2658876992,66,9322450800,9999934,5000000,0,200034,58308,9941692,0,13306,664791000,9922072,77928,7963434,36566,664699766,2000,2000,2000,2000,2000,2000,2000
101600,20000,20100,9986029074241,1960713964,9987786,8000,1015970000,1000,19900,81140911,2031924000,118519405,81480595,96423595,99943089,56911,1285210089,1285210089,111399235277,13,9338323,603000,150,0,2661765998,38070,9331547600,9961930,5000000,0,18930,59702,9940298,0,12,665573000,9824682,175318,7999330,670,665397670,2000,2000,2000,2000,2000,2000,2000
101700,20000,20000,9986025033706,1952926678,21048,13008,1016970000,1000,20000,80988177,2033913984,118454068,81545932,95935032,99979823,20177,1286682807,1286682807,111410178422,18,9792978,215800,150,0,2664570276,51631,9340633200,9948369,4986311,13689,545580,424,9999576,0,8184,666243000,9877004,122996,7986180,13820,666111820,2000,2000,2000,2000,2000,2000,2000
101800,19000,20000,9986011201508,1954930742,422,6000,1017971000,1000,20200,80998590,2035930000,118319450,81680550,96058350,99998910,1090,1288147410,1288147410,111421409386,112014,9823714,15200,0,0,2667063935,323600,9349920800,9676400,5000000,0,298600,274165,9725835,0,65,666784000,9976065,23935,8000000,0,666760000,2000,2000,2000,2000,2000,2000,2000
101900,25000,20000,9985997956860,1956346428,500,9004,1018965000,1000,0,81548682,2037911992,118510680,81489320,96007720,99982618,17382,1288951310,1288951310,111432598867,111457,10142433,0,40100,0,2669526499,92,9359014000,9999908,5000000,0,481508,1,9999999,0,29977,667412000,9999469,531,7988508,11492,667381492,2000,2000,2000,2000,2000,2000,2000
102000,18000,20000,9985974185607,1968286060,9990492,11000,1019972000,1000,20000,81626116,2039922000,118386667,81613333,95894533,99999684,316,1290236884,1290236884,111444074788,9,10000212,0,0,0,2672192345,270612,9368327600,9729388,4991411,8589,439599,1255,9998745,0,458,668059000,9986059,13941,7956999,43001,668044601,2000,2000,2000,2000,2000,2000,2000
102100,20000,20000,9985970599038,1960048534,1066,20,1020970000,1000,0,81888896,2041939960,118357932,81642068,95713868,99996404,3596,1291346064,1291346064,111455144054,111545,8992646,1058000,600,0,2674582500,27267,9377257200,9972733,5000000,0,900933,105800,9894200,0,43901,668705000,9979368,20632,7999733,267,668640467,2000,2000,2000,2000,2000,2000,2000
102200,18000,20000,9985956547012,1962273240,954,10,1021972000,1000,0,81651497,2043943980,118579732,81420268,95849168,99979803,20197,1292916483,1292916483,111466269734,110832,10100366,0,20000,0,2677501094,74357,9386624800,9925643,4989979,10021,486722,11606,9988394,0,140,669376000,9999218,782,7984922,15078,669375078,2000,2000,2000,2000,2000,2000,2000
102300,19000,20000,9985932904497,1974089018,9852528,13,1022971000,1000,20000,81689692,2045941974,118254289,81745711,95174711,99984208,15792,1294184282,1294184282,111477163511,111263,10122189,0,20000,0,2680108209,81942,9395484000,9918058,5000000,0,1489058,91,9999909,0,10017,670068000,9958759,41241,7973058,26942,670016742,2000,2000,2000,2000,2000,2000,2000
102400,23000,20000,9985918826326,1976348833,9997983,9018,1023967000,1000,0,81539057,2047915964,118541923,81458077,95743877,99973943,26057,1295534907,1295534907,111488699929,111775,10117871,5600,20000,0,2682867484,95232,9404967200,9904768,5000000,0,618968,316,9999684,0,11012,670842000,9847844,152156,7978368,21632,670678832,2000,2000,2000,2000,2000,2000,2000
102500,19000,20000,9985914717590,1968619938,22618,20,1024971000,1000,20000,81279770,2049941960,118444888,81555112,96145112,99935130,64870,1297150190,1297150190,111499582485,111368,9697815,404000,100,0,2685752267,178091,9414054000,9821909,4975842,24158,207751,11233,9988767,0,680,671512000,9902329,97671,7975751,24249,671413649,2000,2000,2000,2000,2000,2000,2000
102600,21000,20000,9985890625590,1980885533,9990633,7025,1025969000,1000,0,81023875,2051923950,118484773,81515227,96115127,99994825,5175,1298687075,1298687075,111510682787,12,9997313,14800,39500,0,2688507498,98486,9423146400,9901514,4999919,81,301533,2,9999998,0,11103,672213000,9899970,100030,7999933,67,672101867,2000,2000,2000,2000,2000,2000,2000
102700,21000,20000,9985886612844,1973074261,23051,19,1026969000,1000,20100,80863776,2053937962,118480167,81519833,95908733,99977024,22976,1300168186,1300168186,111521665623,111782,10135977,0,0,0,2691340570,218565,9432354400,9781435,5000000,0,392535,30,9999970,0,23225,672906000,9936490,63510,7973135,26865,672819265,2000,2000,2000,2000,2000,2000,2000
102800,23000,20000,9985872647934,1975203994,966,12021,1027967000,1000,20000,80685365,2055909958,118512586,81487414,95935114,99978435,21565,1301591593,1301591593,111532789076,19,9635524,357400,250,0,2694088873,35,9441365200,9999965,5000000,0,552265,8827,9991173,0,732,673633000,9853267,146733,7999465,535,673485535,2000,2000,2000,2000,2000,2000,2000
102900,23000,20000,9985858964771,1977052262,16520,11,1028967000,1000,0,80882168,2057933978,118504411,81495589,95977589,99983932,16068,1302897810,1302897810,111543943891,15,9926809,2800,40100,0,2696615693,65298,9450564800,9934702,5000000,0,452702,71407,9928593,0,1,674154000,9999899,101,7978702,21298,674153898,2000,2000,2000,2000,2000,2000,2000
103000,19000,20000,9985835773089,1988411706,9838644,9,1029971000,1000,0,81351710,2059941982,118571477,81428523,96039023,99982790,17210,1303770272,1303770272,111555565271,111859,10124429,6200,20150,0,2699025023,216490,9460020000,9783510,5000000,0,173010,777,9999223,0,18547,674820000,9939737,60263,7958210,41790,674741190,2000,2000,2000,2000,2000,2000,2000
