Time,A,B,S
10810,0,49781955,50228046
10820,0,49769242,50240759
10830,0,49779749,50230252
10840,0,49770342,50239659
10850,0,49770484,50239517
10860,0,49780618,50229383
10870,0,49774402,50235599
10880,0,49759551,50250450
10890,0,49752035,50257966
10900,0,49749215,50260786
10910,0,49737994,50272007
10920,0,49738905,50271096
10930,0,49734698,50275303
10940,0,49723484,50286517
10950,0,49722266,50287735
10960,0,49730111,50279890
10970,0,49734171,50275830
10980,0,49733278,50276723
10990,0,49733983,50276018
11000,0,49740607,50269394
11010,0,49734726,50275275
11020,0,49736155,50273846
11030,0,49731469,50278532
11040,0,49739150,50270851
11050,0,49732468,50277533
11060,0,49738927,50271074
11070,0,49733794,50276207
11080,0,49744275,50265726
11090,0,49740379,50269622
11100,0,49737072,50272929
11110,0,49736217,50273784
11120,0,49735650,50274351
11130,0,49755483,50254518
11140,0,49753848,50256153
11150,0,49759596,50250405
11160,0,49762258,50247743
11170,0,49764632,50245369
11180,0,49751047,50258954
11190,0,49730437,50279564
11200,0,49722108,50287893
11210,0,49718547,50291454
11220,0,49715861,50294140
11230,0,49704856,50305145
11240,0,49709950,50300051
11250,0,49705196,50304805
11260,0,49704929,50305072
11270,0,49707458,50302543
11280,0,49715019,50294982
11290,0,49717110,50292891
11300,0,49729216,50280785
11310,0,49725637,50284364
11320,0,49731585,50278416
11330,0,49738881,50271120
11340,0,49750360,50259641
11350,0,49755809,50254192
11360,0,49755040,50254961
11370,0,49748167,50261834
11380,0,49749000,50261001
11390,0,49747186,50262815
11400,0,49744899,50265102
11410,0,49745432,50264569
11420,0,49739196,50270805
11430,0,49752877,50257124
11440,0,49750372,50259629
11450,0,49746164,50263837
11460,0,49740929,50269072
11470,0,49746058,50263943
11480,0,49750818,50259183
11490,0,49758021,50251980
11500,0,49759348,50250653
11510,0,49759598,50250403
11520,0,49762644,50247357
11530,0,49767332,50242669
11540,0,49775350,50234651
11550,0,49764800,50245201
11560,0,49757318,50252683
11570,0,49751832,50258169
11580,0,49757950,50252051
11590,0,49757428,50252573
11600,0,49753058,50256943
11610,0,49761345,50248656
11620,0,49770691,50239310
11630,0,49767707,50242294
11640,0,49761276,50248725
11650,0,49749882,50260119
11660,0,49737352,50272649
11670,0,49731196,50278805
11680,0,49740234,50269767
11690,0,49746229,50263772
11700,0,49764323,50245678
11710,0,49771486,50238515
11720,0,49765217,50244784
11730,0,49771808,50238193
11740,0,49764068,50245933
11750,0,49743301,50266700
11760,0,49741855,50268146
11770,0,49744643,50265358
11780,0,49751270,50258731
11790,0,49750004,50259997
11800,0,49750330,50259671
11810,0,49749928,50260073
11820,0,49739668,50270333
11830,0,49744632,50265369
11840,0,49732910,50277091
11850,0,49732720,50277281
11860,0,49745263,50264738
11870,0,49747368,50262633
11880,0,49739809,50270192
11890,0,49733959,50276042
11900,0,49737294,50272707
11910,0,49734772,50275229
11920,0,49737835,50272166
11930,0,49731390,50278611
11940,0,49732330,50277671
11950,0,49748268,50261733
11960,0,49757059,50252942
11970,0,49760897,50249104
11980,0,49768296,50241705
11990,0,49777690,50232311
12000,0,49781208,50228793
12010,0,49782974,50227027
12020,0,49780627,50229374
12030,0,49770515,50239486
12040,0,49761085,50248916
12050,0,49754898,50255103
12060,0,49747278,50262723
12070,0,49758268,50251733
12080,0,49747063,50262938
12090,0,49750670,50259331
12100,0,49738265,50271736
12110,0,49741806,50268195
12120,0,49741390,50268611
12130,0,49747904,50262097
12140,0,49751166,50258835
12150,0,49746635,50263366
12160,0,49755980,50254021
12170,0,49763945,50246056
12180,0,49758372,50251629
12190,0,49743737,50266264
12200,0,49747169,50262832
12210,0,49741494,50268507
12220,0,49747472,50262529
12230,0,49756183,50253818
12240,0,49743798,50266203
12250,0,49745620,50264381
12260,0,49747375,50262626
12270,0,49751249,50258752
12280,0,49743230,50266771
12290,0,49734921,50275080
12300,0,49727050,50282951
12310,0,49733487,50276514
12320,0,49746952,50263049
12330,0,49755563,50254438
12340,0,49764013,50245988
12350,0,49749708,50260293
12360,0,49750152,50259849
12370,0,49749430,50260571
12380,0,49754703,50255298
12390,0,49750215,50259786
12400,0,49742748,50267253
12410,0,49744547,50265454
12420,0,49750554,50259447
12430,0,49749902,50260099
12440,0,49743624,50266377
12450,0,49753106,50256895
12460,0,49758813,50251188
12470,0,49760660,50249341
12480,0,49764537,50245464
12490,0,49768738,50241263
12500,0,49772264,50237737
12510,0,49768564,50241437
12520,0,49768091,50241910
12530,0,49754021,50255980
12540,0,49753699,50256302
12550,0,49764636,50245365
12560,0,49766133,50243868
12570,0,49765809,50244192
12580,0,49762769,50247232
12590,0,49746024,50263977
12600,0,49757607,50252394
12610,0,49756746,50253255
12620,0,49770467,50239534
12630,0,49775268,50234733
12640,0,49761955,50248046
12650,0,49774074,50235927
12660,0,49769191,50240810
12670,0,49752975,50257026
12680,0,49760093,50249908
12690,0,49774083,50235918
12700,0,49763319,50246682
12710,0,49751708,50258293
12720,0,49760656,50249345
12730,0,49765377,50244624
12740,0,49773650,50236351
12750,0,49774631,50235370
12760,0,49762034,50247967
12770,0,49752625,50257376
12780,0,49753146,50256855
12790,0,49736297,50273704
12800,0,49739155,50270846
12810,0,49749676,50260325
12820,0,49751933,50258068
12830,0,49746418,50263583
12840,0,49744176,50265825
12850,0,49741550,50268451
12860,0,49744664,50265337
12870,0,49746919,50263082
12880,0,49748953,50261048
12890,0,49744352,50265649
12900,0,49753333,50256668
12910,0,49745779,50264222
12920,0,49747496,50262505
12930,0,49758426,50251575
12940,0,49764112,50245889
12950,0,49758833,50251168
12960,0,49753377,50256624
12970,0,49746265,50263736
12980,0,49745496,50264505
12990,0,49753851,50256150
13000,0,49742995,50267006
13010,0,49758678,50251323
13020,0,49753671,50256330
13030,0,49740418,50269583
13040,0,49748040,50261961
13050,0,49741180,50268821
13060,0,49733839,50276162
13070,0,49739305,50270696
13080,0,49738078,50271923
13090,0,49742411,50267590
13100,0,49744423,50265578
13110,0,49758316,50251685
13120,0,49764756,50245245
13130,0,49771795,50238206
13140,0,49770701,50239300
13150,0,49769641,50240360
13160,0,49773788,50236213
13170,0,49764294,50245707
13180,0,49762484,50247517
13190,0,49759561,50250440
13200,0,49754064,50255937
13210,0,49750921,50259080
13220,0,49756660,50253341
13230,0,49749032,50260969
13240,0,49745373,50264628
13250,0,49751639,50258362
13260,0,49737145,50272856
13270,0,49733149,50276852
13280,0,49743563,50266438
13290,0,49746249,50263752
13300,0,49741216,50268785
13310,0,49728971,50281030
13320,0,49729497,50280504
13330,0,49735731,50274270
13340,0,49727035,50282966
13350,0,49727301,50282700
13360,0,49725772,50284229
13370,0,49728269,50281732
13380,0,49733908,50276093
13390,0,49738582,50271419
13400,0,49750338,50259663
13410,0,49739257,50270744
13420,0,49733223,50276778
13430,0,49728654,50281347
13440,0,49741059,50268942
13450,0,49744957,50265044
13460,0,49760734,50249267
13470,0,49761490,50248511
13480,0,49746288,50263713
13490,0,49745004,50264997
13500,0,49755689,50254312
13510,0,49755195,50254806
13520,0,49757475,50252526
13530,0,49759986,50250015
13540,0,49754955,50255046
13550,0,49767283,50242718
13560,0,49778719,50231282
13570,0,49775055,50234946
13580,0,49772525,50237476
13590,0,49769131,50240870
13600,0,49776524,50233477
13610,0,49774283,50235718
13620,0,49768790,50241211
13630,0,49767556,50242445
13640,0,49761320,50248681
13650,0,49763744,50246257
13660,0,49765986,50244015
13670,0,49763951,50246050
13680,0,49764615,50245386
13690,0,49766057,50243944
13700,0,49756916,50253085
13710,0,49746874,50263127
13720,0,49739674,50270327
13730,0,49744203,50265798
13740,0,49742842,50267159
13750,0,49734312,50275689
13760,0,49734980,50275021
13770,0,49737554,50272447
13780,0,49745687,50264314
13790,0,49752714,50257287
13800,0,49750837,50259164
13810,0,49747965,50262036
13820,0,49754430,50255571
13830,0,49758381,50251620
13840,0,49772817,50237184
13850,0,49779260,50230741
13860,0,49769959,50240042
13870,0,49767026,50242975
13880,0,49751757,50258244
13890,0,49742688,50267313
13900,0,49754509,50255492
13910,0,49750252,50259749
13920,0,49760885,50249116
13930,0,49752264,50257737
13940,0,49741506,50268495
13950,0,49731426,50278575
13960,0,49733629,50276372
13970,0,49730666,50279335
13980,0,49726234,50283767
13990,0,49726831,50283170
14000,0,49735816,50274185
14010,0,49738620,50271381
14020,0,49738623,50271378
14030,0,49754366,50255635
14040,0,49753204,50256797
14050,0,49758383,50251618
14060,0,49752645,50257356
14070,0,49766286,50243715
14080,0,49769717,50240284
14090,0,49770234,50239767
14100,0,49765832,50244169
14110,0,49763948,50246053
14120,0,49768648,50241353
14130,0,49760625,50249376
14140,0,49769080,50240921
14150,0,49785635,50224366
14160,0,49768535,50241466
14170,0,49764645,50245356
14180,0,49757810,50252191
14190,0,49755615,50254386
14200,0,49752898,50257103
14210,0,49754454,50255547
14220,0,49731812,50278189
14230,0,49743397,50266604
14240,0,49751620,50258381
14250,0,49748437,50261564
14260,0,49740071,50269930
14270,0,49738332,50271669
14280,0,49725804,50284197
14290,0,49743349,50266652
14300,0,49740891,50269110
14310,0,49729707,50280294
14320,0,49730789,50279212
14330,0,49730092,50279909
14340,0,49728375,50281626
14350,0,49736902,50273099
14360,0,49732044,50277957
14370,0,49735745,50274256
14380,0,49733003,50276998
14390,0,49735976,50274025
14400,0,49739347,50270654
14410,0,49749117,50260884
14420,0,49753599,50256402
14430,0,49752880,50257121
14440,0,49762777,50247224
14450,0,49770706,50239295
14460,0,49775170,50234831
14470,0,49768141,50241860
14480,0,49754449,50255552
14490,0,49742801,50267200
14500,0,49747499,50262502
14510,0,49753336,50256665
14520,0,49759933,50250068
14530,0,49755652,50254349
14540,0,49755719,50254282
14550,0,49741581,50268420
14560,0,49740885,50269116
14570,0,49742677,50267324
14580,0,49738094,50271907
14590,0,49738225,50271776
14600,0,49750233,50259768
14610,0,49732761,50277240
14620,0,49749420,50260581
14630,0,49748669,50261332
14640,0,49743727,50266274
14650,0,49736378,50273623
14660,0,49745262,50264739
14670,0,49746004,50263997
14680,0,49754166,50255835
14690,0,49752865,50257136
14700,0,49762628,50247373
14710,0,49767751,50242250
14720,0,49765993,50244008
14730,0,49773639,50236362
14740,0,49764290,50245711
14750,0,49759797,50250204
14760,0,49770692,50239309
14770,0,49754150,50255851
14780,0,49749943,50260058
14790,0,49756059,50253942
14800,0,49751344,50258657
14810,0,49746646,50263355
14820,0,49761387,50248614
14830,0,49765839,50244162
14840,0,49758038,50251963
14850,0,49764593,50245408
14860,0,49766212,50243789
14870,0,49760320,50249681
14880,0,49752308,50257693
14890,0,49742403,50267598
14900,0,49734116,50275885
14910,0,49729018,50280983
14920,0,49731487,50278514
14930,0,49741845,50268156
14940,0,49734969,50275032
14950,0,49742813,50267188
14960,0,49744614,50265387
14970,0,49753076,50256925
14980,0,49748731,50261270
14990,0,49756102,50253899
15000,0,49745526,50264475
15010,0,49747722,50262279
15020,0,49739646,50270355
15030,0,49738949,50271052
15040,0,49751099,50258902
15050,0,49753022,50256979
15060,0,49755644,50254357
15070,0,49736427,50273574
15080,0,49727018,50282983
15090,0,49721963,50288038
15100,0,49724502,50285499
15110,0,49735648,50274353
15120,0,49741171,50268830
15130,0,49748367,50261634
15140,0,49740840,50269161
15150,0,49745994,50264007
15160,0,49747382,50262619
15170,0,49746169,50263832
15180,0,49751812,50258189
15190,0,49753127,50256874
15200,0,49754307,50255694
15210,0,49745069,50264932
15220,0,49744985,50265016
15230,0,49741470,50268531
15240,0,49737861,50272140
15250,0,49750898,50259103
15260,0,49767264,50242737
15270,0,49759667,50250334
15280,0,49746536,50263465
15290,0,49754114,50255887
15300,0,49754517,50255484
15310,0,49746811,50263190
15320,0,49738248,50271753
15330,0,49733075,50276926
15340,0,49734684,50275317
15350,0,49752677,50257324
15360,0,49745435,50264566
15370,0,49753226,50256775
15380,0,49757337,50252664
15390,0,49762153,50247848
15400,0,49772217,50237784
15410,0,49766906,50243095
15420,0,49771756,50238245
15430,0,49762750,50247251
15440,0,49754244,50255757
15450,0,49757633,50252368
15460,0,49766640,50243361
15470,0,49766689,50243312
15480,0,49757522,50252479
15490,0,49755991,50254010
15500,0,49752330,50257671
15510,0,49752086,50257915
15520,0,49745997,50264004
15530,0,49737141,50272860
15540,0,49739933,50270068
15550,0,49732703,50277298
15560,0,49725877,50284124
15570,0,49727197,50282804
15580,0,49723249,50286752
15590,0,49714568,50295433
15600,0,49714516,50295485
15610,0,49728979,50281022
15620,0,49721358,50288643
15630,0,49728070,50281931
15640,0,49732437,50277564
15650,0,49727527,50282474
15660,0,49736090,50273911
15670,0,49734142,50275859
15680,0,49736982,50273019
15690,0,49744641,50265360
15700,0,49752306,50257695
15710,0,49745139,50264862
15720,0,49751395,50258606
15730,0,49755975,50254026
15740,0,49761212,50248789
15750,0,49767815,50242186
15760,0,49768640,50241361
15770,0,49777766,50232235
15780,0,49769436,50240565
15790,0,49786173,50223828
15800,0,49765529,50244472
15810,0,49769633,50240368
15820,0,49778173,50231828
15830,0,49769512,50240489
15840,0,49770681,50239320
15850,0,49770547,50239454
15860,0,49780918,50229083
15870,0,49782240,50227761
15880,0,49792627,50217374
15890,0,49786160,50223841
15900,0,49783390,50226611
15910,0,49782183,50227818
15920,0,49777930,50232071
15930,0,49772872,50237129
15940,0,49780012,50229989
15950,0,49784475,50225526
15960,0,49775090,50234911
15970,0,49790998,50219003
15980,0,49776661,50233340
15990,0,49766953,50243048
16000,0,49777315,50232686
16010,0,49774161,50235840
16020,0,49785938,50224063
16030,0,49783076,50226925
16040,0,49787412,50222589
16050,0,49790931,50219070
16060,0,49800653,50209348
16070,0,49791446,50218555
16080,0,49782937,50227064
16090,0,49779177,50230824
16100,0,49768830,50241171
16110,0,49775679,50234322
16120,0,49778588,50231413
16130,0,49765257,50244744
16140,0,49753214,50256787
16150,0,49754016,50255985
16160,0,49756561,50253440
16170,0,49758976,50251025
16180,0,49746461,50263540
16190,0,49738371,50271630
16200,0,49739452,50270549
16210,0,49752315,50257686
16220,0,49753691,50256310
16230,0,49745833,50264168
16240,0,49753511,50256490
16250,0,49746726,50263275
16260,0,49740124,50269877
16270,0,49753091,50256910
16280,0,49755047,50254954
16290,0,49757310,50252691
16300,0,49763323,50246678
16310,0,49771242,50238759
16320,0,49776113,50233888
16330,0,49780449,50229552
16340,0,49775850,50234151
16350,0,49771485,50238516
16360,0,49776236,50233765
16370,0,49769567,50240434
16380,0,49772838,50237163
16390,0,49775420,50234581
16400,0,49769268,50240733
16410,0,49767815,50242186
16420,0,49769547,50240454
16430,0,49756874,50253127
16440,0,49760955,50249046
16450,0,49757456,50252545
16460,0,49747416,50262585
16470,0,49740881,50269120
16480,0,49741459,50268542
16490,0,49737493,50272508
16500,0,49756952,50253049
16510,0,49766109,50243892
16520,0,49767469,50242532
16530,0,49771157,50238844
16540,0,49762248,50247753
16550,0,49754858,50255143
16560,0,49753140,50256861
16570,0,49761744,50248257
16580,0,49746302,50263699
16590,0,49744921,50265080
16600,0,49759449,50250552
16610,0,49755014,50254987
16620,0,49755765,50254236
16630,0,49751614,50258387
16640,0,49768849,50241152
16650,0,49769751,50240250
16660,0,49769299,50240702
16670,0,49775842,50234159
16680,0,49767539,50242462
16690,0,49780195,50229806
16700,0,49789579,50220422
16710,0,49792447,50217554
16720,0,49799093,50210908
16730,0,49779417,50230584
16740,0,49776548,50233453
16750,0,49767883,50242118
16760,0,49770353,50239648
16770,0,49775903,50234098
16780,0,49761708,50248293
16790,0,49766896,50243105
16800,0,49755575,50254426
16810,0,49755597,50254404
16820,0,49763964,50246037
16830,0,49765842,50244159
16840,0,49767119,50242882
16850,0,49769262,50240739
16860,0,49769793,50240208
16870,0,49762508,50247493
16880,0,49760087,50249914
16890,0,49754249,50255752
16900,0,49753778,50256223
16910,0,49747562,50262439
16920,0,49752975,50257026
16930,0,49753998,50256003
16940,0,49753301,50256700
16950,0,49738541,50271460
16960,0,49738817,50271184
16970,0,49743309,50266692
16980,0,49737913,50272088
16990,0,49736176,50273825
17000,0,49733313,50276688
17010,0,49735865,50274136
17020,0,49735070,50274931
17030,0,49739169,50270832
17040,0,49726504,50283497
17050,0,49730687,50279314
17060,0,49741465,50268536
17070,0,49743172,50266829
17080,0,49736150,50273851
17090,0,49730904,50279097
17100,0,49722475,50287526
17110,0,49738647,50271354
17120,0,49758382,50251619
17130,0,49748095,50261906
17140,0,49747339,50262662
17150,0,49740950,50269051
17160,0,49740122,50269879
17170,0,49728746,50281255
17180,0,49730938,50279063
17190,0,49742479,50267522
17200,0,49744536,50265465
17210,0,49753337,50256664
17220,0,49743908,50266093
17230,0,49746915,50263086
17240,0,49739978,50270023
17250,0,49740413,50269588
17260,0,49736725,50273276
17270,0,49742048,50267953
17280,0,49750154,50259847
17290,0,49758230,50251771
17300,0,49765719,50244282
17310,0,49757836,50252165
17320,0,49762921,50247080
17330,0,49763762,50246239
17340,0,49756188,50253813
17350,0,49749040,50260961
17360,0,49738741,50271260
17370,0,49734248,50275753
17380,0,49725842,50284159
17390,0,49728885,50281116
17400,0,49726335,50283666
17410,0,49734979,50275022
17420,0,49737123,50272878
17430,0,49718536,50291465
17440,0,49726239,50283762
17450,0,49728415,50281586
17460,0,49728401,50281600
17470,0,49722080,50287921
17480,0,49728147,50281854
17490,0,49740402,50269599
17500,0,49739036,50270965
17510,0,49730267,50279734
17520,0,49738971,50271030
17530,0,49748658,50261343
17540,0,49735025,50274976
17550,0,49720750,50289251
17560,0,49716014,50293987
17570,0,49718141,50291860
17580,0,49731880,50278121
17590,0,49729481,50280520
17600,0,49723304,50286697
17610,0,49735140,50274861
17620,0,49760588,50249413
17630,0,49751764,50258237
17640,0,49750973,50259028
17650,0,49759179,50250822
17660,0,49764365,50245636
17670,0,49762155,50247846
17680,0,49771280,50238721
17690,0,49765682,50244319
17700,0,49761519,50248482
17710,0,49764934,50245067
17720,0,49765888,50244113
17730,0,49760480,50249521
17740,0,49768206,50241795
17750,0,49755247,50254754
17760,0,49779460,50230541
17770,0,49777426,50232575
17780,0,49784400,50225601
17790,0,49781760,50228241
17800,0,49784509,50225492
17810,0,49777772,50232229
17820,0,49768349,50241652
17830,0,49751110,50258891
17840,0,49753806,50256195
17850,0,49753515,50256486
17860,0,49758292,50251709
17870,0,49762009,50247992
17880,0,49756777,50253224
17890,0,49757242,50252759
17900,0,49754684,50255317
17910,0,49752810,50257191
17920,0,49749894,50260107
17930,0,49751181,50258820
17940,0,49744482,50265519
17950,0,49747875,50262126
17960,0,49745258,50264743
17970,0,49738042,50271959
17980,0,49724422,50285579
17990,0,49722272,50287729
18000,0,49724641,50285360
18010,0,49725590,50284411
18020,0,49732208,50277793
18030,0,49727332,50282669
18040,0,49717045,50292956
18050,0,49713760,50296241
18060,0,49709233,50300768
18070,0,49715074,50294927
18080,0,49729340,50280661
18090,0,49733234,50276767
18100,0,49741029,50268972
18110,0,49737840,50272161
18120,0,49740444,50269557
18130,0,49741904,50268097
18140,0,49740685,50269316
18150,0,49731491,50278510
18160,0,49733873,50276128
18170,0,49730199,50279802
18180,0,49737546,50272455
18190,0,49741342,50268659
18200,0,49734991,50275010
18210,0,49724674,50285327
18220,0,49729575,50280426
18230,0,49729832,50280169
18240,0,49735599,50274402
18250,0,49740909,50269092
18260,0,49757176,50252825
18270,0,49767660,50242341
18280,0,49777563,50232438
18290,0,49760320,50249681
18300,0,49761634,50248367
18310,0,49756191,50253810
18320,0,49750089,50259912
18330,0,49746367,50263634
18340,0,49747632,50262369
18350,0,49738197,50271804
18360,0,49742968,50267033
18370,0,49730913,50279088
18380,0,49738876,50271125
18390,0,49747051,50262950
18400,0,49750575,50259426
18410,0,49753573,50256428
18420,0,49758813,50251188
18430,0,49746291,50263710
18440,0,49739118,50270883
18450,0,49747381,50262620
18460,0,49749100,50260901
18470,0,49755754,50254247
18480,0,49759452,50250549
18490,0,49746363,50263638
18500,0,49753634,50256367
18510,0,49754718,50255283
18520,0,49755522,50254479
18530,0,49754168,50255833
18540,0,49755597,50254404
18550,0,49766517,50243484
18560,0,49766443,50243558
18570,0,49771914,50238087
18580,0,49755158,50254843
18590,0,49751041,50258960
18600,0,49747643,50262358
18610,0,49735945,50274056
18620,0,49734362,50275639
18630,0,49739306,50270695
18640,0,49738903,50271098
18650,0,49743236,50266765
18660,0,49760586,50249415
18670,0,49764966,50245035
18680,0,49775876,50234125
18690,0,49777065,50232936
18700,0,49790868,50219133
18710,0,49782308,50227693
18720,0,49764704,50245297
18730,0,49756899,50253102
18740,0,49757835,50252166
18750,0,49756890,50253111
18760,0,49755883,50254118
18770,0,49769819,50240182
18780,0,49758290,50251711
18790,0,49747662,50262339
18800,0,49746309,50263692
18810,0,49740353,50269648
18820,0,49756564,50253437
18830,0,49750028,50259973
18840,0,49747274,50262727
18850,0,49761321,50248680
18860,0,49764775,50245226
18870,0,49767463,50242538
18880,0,49768118,50241883
18890,0,49752283,50257718
18900,0,49750491,50259510
18910,0,49751734,50258267
18920,0,49754147,50255854
18930,0,49762835,50247166
18940,0,49784886,50225115
18950,0,49786335,50223666
18960,0,49788975,50221026
18970,0,49784634,50225367
18980,0,49769306,50240695
18990,0,49775365,50234636
19000,0,49763551,50246450
19010,0,49768254,50241747
19020,0,49777996,50232005
19030,0,49765135,50244866
19040,0,49752051,50257950
19050,0,49758964,50251037
19060,0,49768371,50241630
19070,0,49771929,50238072
19080,0,49775480,50234521
19090,0,49781348,50228653
19100,0,49784482,50225519
19110,0,49794858,50215143
19120,0,49795374,50214627
19130,0,49806815,50203186
19140,0,49796988,50213013
19150,0,49796880,50213121
19160,0,49795397,50214604
19170,0,49807777,50202224
19180,0,49803359,50206642
19190,0,49795039,50214962
19200,0,49802843,50207158
19210,0,49806020,50203981
19220,0,49803887,50206114
19230,0,49799126,50210875
19240,0,49798615,50211386
19250,0,49789478,50220523
19260,0,49780269,50229732
19270,0,49782524,50227477
19280,0,49776551,50233450
19290,0,49765664,50244337
19300,0,49761194,50248807
19310,0,49766671,50243330
19320,0,49750608,50259393
19330,0,49754188,50255813
19340,0,49764417,50245584
19350,0,49774301,50235700
19360,0,49772879,50237122
19370,0,49781119,50228882
19380,0,49771738,50238263
19390,0,49772483,50237518
19400,0,49773118,50236883
19410,0,49770531,50239470
19420,0,49765531,50244470
19430,0,49767677,50242324
19440,0,49770280,50239721
19450,0,49766873,50243128
19460,0,49762960,50247041
19470,0,49766584,50243417
19480,0,49767227,50242774
19490,0,49751905,50258096
19500,0,49748893,50261108
19510,0,49756962,50253039
19520,0,49758899,50251102
19530,0,49762892,50247109
19540,0,49764997,50245004
19550,0,49770170,50239831
19560,0,49769440,50240561
19570,0,49777969,50232032
19580,0,49776192,50233809
19590,0,49757450,50252551
19600,0,49764377,50245624
19610,0,49750157,50259844
19620,0,49742984,50267017
19630,0,49733177,50276824
19640,0,49735981,50274020
19650,0,49732537,50277464
19660,0,49736137,50273864
19670,0,49723471,50286530
19680,0,49722722,50287279
19690,0,49722082,50287919
19700,0,49735363,50274638
19710,0,49734952,50275049
19720,0,49722761,50287240
19730,0,49709637,50300364
19740,0,49707607,50302394
19750,0,49717664,50292337
19760,0,49705680,50304321
19770,0,49703968,50306033
19780,0,49710344,50299657
19790,0,49717137,50292864
19800,0,49719417,50290584
19810,0,49737772,50272229
19820,0,49738091,50271910
19830,0,49741975,50268026
19840,0,49732232,50277769
19850,0,49737443,50272558
19860,0,49741278,50268723
19870,0,49748331,50261670
19880,0,49754387,50255614
19890,0,49757555,50252446
19900,0,49757990,50252011
19910,0,49752879,50257122
19920,0,49763600,50246401
19930,0,49763377,50246624
19940,0,49767888,50242113
19950,0,49760967,50249034
19960,0,49759436,50250565
19970,0,49741819,50268182
19980,0,49751171,50258830
19990,0,49753316,50256685
20000,0,49748432,50261569
20010,0,49752914,50257087
20020,0,49746734,50263267
20030,0,49755162,50254839
20040,0,49771328,50238673
20050,0,49768319,50241682
20060,0,49771287,50238714
20070,0,49767474,50242527
20080,0,49782035,50227966
20090,0,49778067,50231934
20100,0,49765882,50244119
20110,0,49780044,50229957
20120,0,49781599,50228402
20130,0,49772097,50237904
20140,0,49769966,50240035
20150,0,49755706,50254295
20160,0,49759987,50250014
20170,0,49755941,50254060
20180,0,49746585,50263416
20190,0,49737944,50272057
20200,0,49743388,50266613
20210,0,49748429,50261572
20220,0,49735526,50274475
20230,0,49741026,50268975
20240,0,49733514,50276487
20250,0,49746222,50263779
20260,0,49755186,50254815
20270,0,49755450,50254551
20280,0,49760800,50249201
20290,0,49761924,50248077
20300,0,49772848,50237153
20310,0,49764722,50245279
20320,0,49758100,50251901
20330,0,49761772,50248229
20340,0,49756419,50253582
20350,0,49762266,50247735
20360,0,49776082,50233919
20370,0,49785395,50224606
20380,0,49792583,50217418
20390,0,49773402,50236599
20400,0,49770339,50239662
20410,0,49761326,50248675
20420,0,49759980,50250021
20430,0,49762951,50247050
20440,0,49757030,50252971
20450,0,49761331,50248670
20460,0,49755416,50254585
20470,0,49753765,50256236
20480,0,49745950,50264051
20490,0,49741054,50268947
20500,0,49753533,50256468
20510,0,49749676,50260325
20520,0,49754367,50255634
20530,0,49763025,50246976
20540,0,49751868,50258133
20550,0,49757696,50252305
20560,0,49755346,50254655
20570,0,49738702,50271299
20580,0,49745185,50264816
20590,0,49735401,50274600
20600,0,49746864,50263137
20610,0,49753031,50256970
20620,0,49747334,50262667
20630,0,49735733,50274268
20640,0,49740538,50269463
20650,0,49736996,50273005
20660,0,49732545,50277456
20670,0,49741879,50268122
20680,0,49757626,50252375
20690,0,49767478,50242523
20700,0,49758726,50251275
20710,0,49750546,50259455
20720,0,49756992,50253009
20730,0,49760475,50249526
20740,0,49765406,50244595
20750,0,49753565,50256436
20760,0,49754576,50255425
20770,0,49761385,50248616
20780,0,49753560,50256441
20790,0,49759059,50250942
20800,0,49757976,50252025
20810,0,49762136,50247865
20820,0,49774053,50235948
20830,0,49767309,50242692
20840,0,49759014,50250987
20850,0,49751291,50258710
20860,0,49751165,50258836
20870,0,49745828,50264173
20880,0,49747327,50262674
20890,0,49758409,50251592
20900,0,49764181,50245820
20910,0,49756232,50253769
20920,0,49759831,50250170
20930,0,49769655,50240346
20940,0,49773338,50236663
20950,0,49764415,50245586
20960,0,49756550,50253451
20970,0,49753086,50256915
20980,0,49766295,50243706
20990,0,49764674,50245327
21000,0,49759463,50250538
21010,0,49772398,50237603
21020,0,49774301,50235700
21030,0,49793526,50216475
21040,0,49785206,50224795
21050,0,49792976,50217025
21060,0,49790718,50219283
21070,0,49791032,50218969
21080,0,49799904,50210097
21090,0,49798036,50211965
21100,0,49786942,50223059
21110,0,49787530,50222471
21120,0,49795495,50214506
21130,0,49791882,50218119
21140,0,49791261,50218740
21150,0,49784670,50225331
21160,0,49791187,50218814
21170,0,49797183,50212818
21180,0,49794504,50215497
21190,0,49784789,50225212
21200,0,49782811,50227190
21210,0,49789933,50220068
21220,0,49785538,50224463
21230,0,49777665,50232336
21240,0,49783861,50226140
21250,0,49788184,50221817
21260,0,49786537,50223464
21270,0,49783385,50226616
21280,0,49773846,50236155
21290,0,49774604,50235397
21300,0,49781545,50228456
21310,0,49793683,50216318
21320,0,49800812,50209189
21330,0,49792576,50217425
21340,0,49786590,50223411
21350,0,49794137,50215864
21360,0,49792872,50217129
21370,0,49784683,50225318
21380,0,49776708,50233293
21390,0,49770818,50239183
21400,0,49772292,50237709
21410,0,49765278,50244723
21420,0,49767609,50242392
21430,0,49761679,50248322
21440,0,49758643,50251358
21450,0,49748936,50261065
21460,0,49756280,50253721
21470,0,49754527,50255474
21480,0,49766989,50243012
21490,0,49758079,50251922
21500,0,49749982,50260019
21510,0,49759156,50250845
21520,0,49761481,50248520
21530,0,49759537,50250464
21540,0,49764658,50245343
21550,0,49774573,50235428
21560,0,49771269,50238732
