Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1
16200,10000000001268.0,999725,9999518865130.0,10003644,110,201.0,24205,90,70181593,100144488530.0,0,200,2,4000,0,79,0,5,0,0,1012,2000,2000,199.0,16200,9.999999999e-11,0.000998726548101699,9.99999000001e-07,0.999801995893276,0.09090909090909091,0.999000999000999,0.7560776038483136,0.9797181416128118,0.0009989519870996042,9.99999000001e-07,0.9999984341938493,0.9990013412566927,0.9997999894321787,0.9994796401691121,0.9999989866152137,0.9900780283023949,0.9900694483023158,0.9945317946253208,0.9999490025506724,0.9999490025448727,0.9999999499010347,0.01558505104834561,0.9999969810881414,0.9999999999999
16300,10000000000878.0,1000164,9999515374853.0,1938,121,200.0,19133,46,69312671,100144728470.0,2759,200,1990,1,1,20,0,668,13,0,0,2000,2000,200.0,16300,9.999999999e-11,0.0009991646714655284,9.99999000001e-07,0.99979941461804,0.09090909090909091,0.999000999000999,0.756005038071737,0.009590366443732267,0.0009989526371033104,9.99999000001e-07,0.9999984426380024,0.966665997527767,0.9998000297960601,0.9994799786964745,0.9999989926291684,0.9900781644966956,0.9900696088055717,0.9945465567895337,0.9999490025462726,0.9999490024191618,0.999999949901115,0.015646381899030965,0.9999963317621486,0.9999999999999
16400,10000000000907.0,1000083,9999502102362.0,20060626,103,200.0,5087,8099,69108699,100145872524.0,100718,200,1951,1999,1997,60,0,280,4,0,0,2000,1132,200.0,16400,9.999999999e-11,0.0009990838332427988,9.99999000001e-07,0.9998081867829844,0.09090909090909091,0.999000999000999,0.7561063108063054,0.9894551429531965,0.0009989513155695695,9.99999000001e-07,0.9999984532262134,0.9679069073705742,0.9998000282764875,0.9994798336449291,0.9999989887539324,0.9900782794992592,0.9900697897095475,0.9945463176379788,0.9999490025491725,0.9999490019435354,0.9999999499016464,0.01585765780254261,0.999994992389147,0.9999999999999
16500,10000000000650.0,1000320,9999509311512.0,9994218,118,200.0,15804,50505,68740397,100147082870.0,2501,0,0,2000,0,0,0,589,505,485,0,2000,2000,0.0,16500,9.999999999e-11,0.0009993203598576274,9.99999000001e-07,0.9998053208968273,0.09090909090909091,0.999000999000999,0.755894266603924,0.9798994266247332,0.000998951030604556,9.99999000001e-07,0.9999984591903649,0.9523803009089993,0.9997999695776278,0.9994797700363294,0.9999989965078473,0.9900783875710025,0.9900699564725085,0.9945462592345685,0.9999490025503724,0.9999490023468415,0.9999999499021585,0.01572310079240402,0.9999957336488662,0.9999999999999
16600,10000000000491.0,1000535,9999506728375.0,49110,117,200.0,19657,29641,68987059,100148684670.0,103327,0,0,0,0,0,0,269,229,227,0,2000,1076,0.0,16600,9.999999999e-11,0.000999534930318494,9.99999000001e-07,0.9998024450506835,0.09090909090909091,0.999000999000999,0.7560420814300569,0.34427779848956225,0.0009989517693360275,9.99999000001e-07,0.9999984687704985,0.9523803055801783,0.9998000275966628,0.9994795684469091,0.999999,0.9900785010505387,0.9900701166596549,0.9945452553009717,0.9999490025488725,0.9999490025268731,0.9999999499023751,0.015590887787314914,0.999994992396202,0.9999999999999
16700,10000000001023.0,999961,9999503951586.0,10088114,114,200.0,15311,77,69254694,100151790229.0,99510,200,4000,4000,0,215,0,178,1,215,1037,2000,1024,200.0,16700,9.999999999e-11,0.0009989620768826382,9.99999000001e-07,0.999806747011442,0.09090909090909091,0.999000999000999,0.7567682751051258,0.17843330169533078,0.0009989515001133159,9.99999000001e-07,0.9999984742926008,0.9990151709333114,0.9998000293961768,0.9994786606339582,0.9999989896458911,0.9900785802822709,0.9900702311195844,0.994541927851977,0.9999490025447727,0.9999490025448727,0.9999999499037878,0.015032105888210709,0.9999949923792676,0.9999999999999
16800,10000000000940.0,1000086,9999490978120.0,20047929,107,201.0,16064,24254,69258396,100153550192.0,1767,200,1990,1989,0,384,0,12,3,5,1026,2000,0,199.0,16800,9.999999999e-11,0.0009990868272512817,9.99999000001e-07,0.9998112615951982,0.09090909090909091,0.999000999000999,0.7569767154397017,0.9894822208386923,0.0009989502053836395,9.99999000001e-07,0.9999984809196228,0.974072460459353,0.9997996641919105,0.9994784900997508,0.9999989995168667,0.990078677456214,0.9900703579669017,0.9945406600467617,0.9999490025265731,0.9999490025463726,0.9999999499045372,0.015245466488896289,0.999994992377779,0.9999999999999
16900,10000000000291.0,1000653,9999497672623.0,62097,113,201.0,5377,42146,68444065,100153087559.0,22,8,0,0,0,0,0,74,1,292,1029,2000,8,199.0,16900,9.999999999e-11,0.0009996526945322583,9.99999000001e-07,0.999805365279301,0.09090909090909091,0.999000999000999,0.7563019693745701,0.3051034175141321,0.0009989508734242582,9.99999000001e-07,0.9999984924742854,0.952380316511456,0.9997997370276751,0.9994782226977879,0.9999989970241707,0.9900788151025222,0.9900705664965287,0.9945432094315689,0.9999489983287386,0.9999490025488725,0.9999999499040272,0.015344957472502104,0.9999949924237547,0.9999999999999
17000,9999999998923.0,1002114,9999494018166.0,10002165,114,200.0,21356,82,67406713,100152456562.0,0,0,2000,2001,1919,20,9,83,0,0,31,2000,104,400.0,17000,9.999999999e-11,0.001001110772878947,9.99999000001e-07,0.9998104964791183,0.09090909090909091,0.999000999000999,0.7564976716800784,0.009644532368380771,0.0009989505086025294,9.99999000001e-07,0.9999985024892006,0.9523803185053754,0.9998000298160542,0.9994796387523202,0.999998999995,0.9900789540876328,0.9900707549943467,0.9945452722160886,0.9999490025427729,0.9999490025491725,0.9999999499037415,0.015841548765914128,0.9999949924837692,0.9999999999999
17100,10000000000278.0,1000724,9999481268878.0,20052909,105,201.0,17774,38366,67568546,100152799532.0,201003,200,2001,1959,0,0,10,0,383,356,0,2000,8,199.0,17100,9.999999999e-11,0.0009997235526475003,9.99999000001e-07,0.9998152785057883,0.09090909090909091,0.999000999000999,0.7563005047240207,0.9798804222455542,0.0009989482339280173,9.99999000001e-07,0.9999985131410541,0.9994990958713533,0.9997999704584436,0.9994798896871085,0.9999989999129925,0.9900790914247565,0.9900709433007714,0.9945463585157376,0.9999490025442728,0.9999490022729096,0.9999999499030879,0.016505628089589663,0.9999949924755477,0.9999999999999
17200,10000000000004.0,1001013,9999488475709.0,1872,111,201.0,17603,26691,67869531,100154529794.0,100299,4,0,1,2000,0,10,150,67,5,1056,2000,0,400.0,17200,9.999999999e-11,0.0010000119750128566,9.99999000001e-07,0.9998091336824062,0.09090909090909091,0.999000999000999,0.7564469148037807,0.9798635038112008,0.0009989499526562213,9.99999000001e-07,0.9999985203905402,0.9523803257960108,0.9997999621903899,0.9994793915765395,0.999998999999,0.9900791877477003,0.9900710866229577,0.9945454306587234,0.9999490024982725,0.9999490019228109,0.9999999499033576,0.015963926702479904,0.9999949924591257,0.9999999999999
17300,10000000000316.0,1000650,9999485475043.0,10018823,109,200.0,6484,41374,67778509,100154893734.0,2991,200,0,2,0,0,0,97,8,8,1041,2000,37,200.0,17300,9.999999999e-11,0.0009996497005271675,9.99999000001e-07,0.999814017851344,0.09090909090909091,0.999000999000999,0.7562336876462473,0.9799039610543144,0.000998948656344507,9.99999000001e-07,0.9999985301714175,0.9990053992050697,0.9998000214378389,0.9994799315951389,0.9999989996220572,0.9900793219932446,0.9900712746081765,0.9945465889347598,0.9999490025426728,0.9999490025454726,0.9999999499027974,0.016465450515701578,0.999994992462741,0.9999999999999
17400,9999999999828.0,1001165,9999472583385.0,20019603,115,201.0,6622,203,67391950,100156319550.0,7,3,30,0,0,0,0,6,101,101,1044,2000,2000,0.0,17400,9.999999999e-11,0.001000163671138185,9.99999000001e-07,0.9998182655650442,0.09090909090909091,0.999000999000999,0.7563396391717819,0.9797571066060363,0.0009989473658559372,9.99999000001e-07,0.9999985374449281,0.9523803323001572,0.9998000299960005,0.9994795015986774,0.9999989712315182,0.9900794188843225,0.9900714124472674,0.994534503419303,0.9999490025442728,0.9999490025508724,0.9999999499032229,0.01638259250046771,0.9999964165771562,0.9999999999999
17500,10000000000126.0,1000916,9999479617187.0,39495,118,200.0,11832,4,67516553,100157247602.0,0,2,0,1,1,361,9,9,0,360,1004,2000,107,0.0,17500,9.999999999e-11,0.0009999151689087963,9.99999000001e-07,0.9998124257725406,0.09090909090909091,0.999000999000999,0.7561528525825685,0.2645723742653779,0.0009989490713613017,9.99999000001e-07,0.9999985452916118,0.9523803355651244,0.9998000289962904,0.9994797852269912,0.9999989996309638,0.9900795274583247,0.9900715624117854,0.9945461091974993,0.9999489989373485,0.9999490025408728,0.9999999499033594,0.016491967606081168,0.9999949924807613,0.9999999999999
17600,9999999999473.0,1001458,9999477036589.0,10001432,117,200.0,4041,32,68420349,100158254570.0,3000,200,0,1,1,233,1,21,167,233,16,2000,2000,200.0,17600,9.999999999e-11,0.001000456085249778,9.99999000001e-07,0.9998171737374388,0.09090909090909091,0.999000999000999,0.756153762597328,0.06521260868578677,0.000998948813865823,9.99999000001e-07,0.999998555413967,0.9729723467998567,0.9997998623857199,0.9994798812178097,0.9999989942067313,0.9900796592925375,0.9900717402147854,0.9945361793036558,0.9999490018872669,0.9999490025468727,0.9999999499021812,0.016412114380828843,0.9999961105747192,0.9999999999999
17700,9999999999553.0,1001459,9999463904958.0,20087707,97,200.0,13258,17,68096198,100159369290.0,102928,0,2000,0,0,0,0,0,189,643,0,2000,988,0.0,17700,9.999999999e-11,0.0010004570832498655,9.99999000001e-07,0.9998213196003152,0.09090909090909091,0.999000999000999,0.7563086777866713,0.9895079903684632,0.0009989485052044219,9.99999000001e-07,0.9999985627116392,0.9523803423247716,0.9997993822191313,0.9994778539213135,0.999998999994,0.9900797558259696,0.9900718828300302,0.994542010590759,0.9999489979886885,0.9999490025428728,0.9999999499027626,0.016594499716885362,0.9999949924505849,0.9999999999999
17800,9999999999873.0,1001109,9999470596813.0,1748,108,200.0,6104,9156,67757279,100160039760.0,70,0,0,0,0,159,0,0,81,159,65,2000,44,200.0,17800,9.999999999e-11,0.0010001077830973713,9.99999000001e-07,0.9998158166209571,0.09090909090909091,0.999000999000999,0.7562827863138495,0.1473329330783893,0.000998948171191746,9.99999000001e-07,0.9999985705510736,0.9523803447375667,0.999799948754394,0.9994794177719861,0.9999989995528001,0.9900798615857869,0.9900720352486128,0.9945461968740013,0.9999490016308745,0.9999490025488725,0.9999999499028506,0.01653815763486752,0.99999499246396,0.9999999999999
17900,9999999999414.0,1001546,9999467994520.0,58763,108,200.0,4666,71889,68173550,100161102630.0,1,8,0,1,2000,0,10,49,718,717,1026,2000,216,0.0,17900,9.999999999e-11,0.0010005439092498666,9.99999000001e-07,0.9998168853729481,0.09090909090909091,0.999000999000999,0.7553947144788306,0.9798048661370439,0.0009989479114879858,9.99999000001e-07,0.9999985791543203,0.9523803484822208,0.999800028796346,0.9994798465176424,0.9999989980341429,0.9900799752097408,0.9900721951300572,0.994546345046361,0.9999490025419728,0.9999490025388729,0.9999999499024589,0.01658879545052091,0.9999949924428178,0.9999999999999
18000,10000000001196.0,999805,9999454968507.0,20080147,124,200.0,26778,3,68199612,100161394684.0,4563,200,2000,2000,2000,0,0,1,487,407,1987,2000,1004,0.0,18000,9.999999999e-11,0.000998806388378867,9.99999000001e-07,0.9998245487700967,0.09090909090909091,0.999000999000999,0.7560317955223546,0.9895139015200106,0.0009989476142883505,9.99999000001e-07,0.9999985886536563,0.9990061828793516,0.9997996210523261,0.9994789757140511,0.9999989999599984,0.9900800974015439,0.9900723655635284,0.9945478348216645,0.9999490025508724,0.9999490025468727,0.9999999499017348,0.016972608029009916,0.9999949924459145,0.9999999999999
18100,10000000000385.0,1000617,9999461910241.0,10045314,116,201.0,2961,895,67719467,100161272660.0,0,2,0,0,1950,471,10,65,6,471,1040,2000,300,401.0,18100,9.999999999e-11,0.0009996167664699852,9.99999000001e-07,0.9998226689690571,0.09090909090909091,0.999000999000999,0.7557622639031769,0.04938961014648261,0.0009989462996964065,9.99999000001e-07,0.9999985966136231,0.9523803543816663,0.9997995567074194,0.9994805918799722,0.999998999998,0.9900802189668187,0.9900725194180549,0.9945491802225008,0.9999490020907847,0.9999490025488725,0.9999999499011554,0.017553226266680547,0.9999949924670604,0.9999999999999
18200,10000000000031.0,1001004,9999449567214.0,20048156,101,201.0,16860,32,68342992,100163137420.0,100278,0,0,0,0,0,0,227,3,256,0,2000,908,0.0,18200,9.999999999e-11,0.0010000029930039912,9.99999000001e-07,0.9998264585868564,0.09090909090909091,0.999000999000999,0.7558521887276497,0.979775182409173,0.0009989470680391366,9.99999000001e-07,0.999998604024827,0.9523803586540072,0.9997997730140693,0.9994803878861255,0.999998999995,0.9900803097382085,0.9900726557266889,0.9945484725328565,0.9999490000054413,0.9999490025468727,0.9999999499010929,0.017196936760670984,0.9999949924347787,0.9999999999999
18300,9999999999821.0,1001148,9999457103603.0,10004178,111,200.0,15071,301,69322957,100165881910.0,99740,200,1950,2,2,0,0,4,0,229,0,2000,1420,400.0,18300,9.999999999e-11,0.001000146705126456,9.99999000001e-07,0.999824088218098,0.09090909090909091,0.999000999000999,0.7561023312362279,0.008791483355199544,0.0009989458195301662,9.99999000001e-07,0.9999986110232584,0.964285117182486,0.9998000297960601,0.9994798589602752,0.9999989855936032,0.990080396466432,0.9900727863387674,0.994546218709499,0.9999490025207731,0.9999490023539439,0.9999999499014244,0.01700512403164072,0.9999949923808911,0.9999999999999
18400,10000000000395.0,1000584,9999454020971.0,10048117,99,200.0,16983,51550,68960075,100166924778.0,5690,200,2000,1999,0,62,0,52,19,10,2000,2000,1640,399.0,18400,9.999999999e-11,0.0009995838324106312,9.99999000001e-07,0.9998249501018077,0.09090909090909091,0.999000999000999,0.7557983175786417,0.9798937865564027,0.0009989455143716546,9.99999000001e-07,0.999998618149318,0.9990334062821596,0.9998000299960005,0.9994798406925801,0.999999000001,0.9900804928673728,0.9900729204811134,0.9945402148301102,0.9999489975613577,0.9999490025409727,0.9999999512849934,0.017004115297767304,0.9999949923962974,0.9999999999999
18500,9999999999973.0,1001046,9999450724884.0,8071,110,200.0,2169,3351,68406761,100166886664.0,3401,0,2000,2000,1998,292,0,240,20,292,0,2000,20,0.0,18500,9.999999999e-11,0.0010000449090439812,9.99999000001e-07,0.999823011426699,0.09090909090909091,0.999000999000999,0.7559810229513382,0.04004761236902368,0.0009989451834981954,9.99999000001e-07,0.9999986256050886,0.9523803679768723,0.9998000297960601,0.9994801973327474,0.9999989999929999,0.9900806028354323,0.9900730774047308,0.9945476192810762,0.9999489998184681,0.9999490025488725,0.9999999499014721,0.017224860337936704,0.9999949924259788,0.9999999999999
18600,10000000000362.0,1000670,9999447786491.0,9998633,98,201.0,6193,10208,68735878,100169701978.0,99525,6,2000,2000,1997,21,10,20,1,1,30,2000,1592,199.0,18600,9.999999999e-11,0.0009996696605607666,9.99999000001e-07,0.9998265835641926,0.09090909090909091,0.999000999000999,0.7563888189820025,0.9798298282886411,0.0009989448897180164,9.99999000001e-07,0.9999986309465189,0.9523803710092552,0.999800028196508,0.99947949218685,0.9999989999889999,0.9900806682524841,0.9900731718994161,0.9945446834059994,0.9999490025412728,0.9999490025428728,0.9999999499028202,0.016684699635637883,0.9999949924160326,0.9999999999999
18700,10000000000703.0,1000276,9999444374724.0,10063623,110,200.0,20351,69,67838255,100170218523.0,100338,0,1990,1990,1941,0,10,12,82,3,1046,2000,628,0.0,18700,9.999999999e-11,0.0009992764477519485,9.99999000001e-07,0.9998274560066867,0.09090909090909091,0.999000999000999,0.7563563429574259,0.9798003840803826,0.0009989445493902738,9.99999000001e-07,0.9999986376011923,0.9523803731992895,0.9998000265969047,0.9994795511664001,0.9999989995188686,0.9900807588557993,0.9900733005858052,0.9945452842586266,0.9999490025506724,0.9999490025468727,0.9999999499034733,0.01680396226986001,0.9999949924621454,0.9999999999999
18800,10000000000607.0,1000437,9999441391543.0,10033878,102,200.0,10017,858,67580630,100171026370.0,7265,0,1930,1930,0,82,0,147,0,5,0,2000,0,201.0,18800,9.999999999e-11,0.000999437126119856,9.99999000001e-07,0.9998283527815983,0.09090909090909091,0.999000999000999,0.7564176145616368,0.13229369683270675,0.000998945254943641,9.99999000001e-07,0.9999986443788359,0.952380376160812,0.9998000247972898,0.9994796596809316,0.9999989999929999,0.9900808528374591,0.9900734330771997,0.99454572154929,0.9999490024923721,0.9999490025488725,0.9999999499034193,0.016985337096020396,0.9999949924762639,0.9999999999999
18900,9999999999866.0,1001121,9999438464229.0,10084975,109,200.0,6658,839,67262026,100171237290.0,0,0,40,40,0,1,0,0,508,508,0,2000,68,200.0,18900,9.999999999e-11,0.0010001197591066433,9.99999000001e-07,0.9998293781257703,0.09090909090909091,0.999000999000999,0.7557520996680028,0.2905598834520505,0.0009989439596093585,9.99999000001e-07,0.9999986522832949,0.9523803788214733,0.9998000293961768,0.9994800044405275,0.9999989993115264,0.9900809581053726,0.9900735815685672,0.9945465399269646,0.9999490025487725,0.9999490025508724,0.9999999499030575,0.017457482331950314,0.9999949924917843,0.9999999999999
19000,9999999999529.0,1001499,9999435695893.0,1122,111,201.0,22735,0,67563303,100173060410.0,12,7,60,60,0,451,0,380,7,451,0,2000,0,0.0,19000,9.999999999e-11,0.0010004970032517404,9.99999000001e-07,0.9998271333164528,0.09090909090909091,0.999000999000999,0.7564138628534602,0.0075578477026792285,0.000998944684565703,9.99999000001e-07,0.9999986574950523,0.9523803819240471,0.9998000295961189,0.9994797275278958,0.999999,0.9900810407856098,0.9900736983923785,0.9945457102754597,0.9999490025446728,0.9999490025468727,0.9999999499033936,0.017092328849804383,0.9999949924742604,0.9999999999999
19100,10000000000643.0,1000335,9999432720820.0,88526,115,200.0,16930,9,67143885,100173624890.0,99667,0,1940,0,0,0,0,1,0,439,0,2000,20,400.0,19100,9.999999999e-11,0.0009993353298927716,9.99999000001e-07,0.999828050622007,0.09090909090909091,0.999000999000999,0.7563713648749867,0.3052385222666995,0.0009989433893854113,9.99999000001e-07,0.9999986653492187,0.9523803845937433,0.9997995885876169,0.9994798734991261,0.9999989999519977,0.9900811325439379,0.9900738280720758,0.994546286570387,0.999948998134784,0.9999490025448727,0.9999999499034836,0.017264549676733708,0.9999949924996491,0.9999999999999
19200,10000000000028.0,1000963,9999429875838.0,10001128,106,200.0,2899,92,67375614,100175554274.0,6900,0,0,2,2,134,0,20,120,134,0,2000,120,200.0,19200,9.999999999e-11,0.00099996207496156,9.99999000001e-07,0.9998315962582803,0.09090909090909091,0.999000999000999,0.7565782381471013,0.9798133159406718,0.0009989441008525469,9.99999000001e-07,0.999998670648931,0.9523803873170572,0.9997998954956576,0.9994791048008901,0.9999990000002,0.9900812105253167,0.9900739347993465,0.9945446696938132,0.9999490024016578,0.9999490025474727,0.999999949904057,0.017016307472516687,0.9999949924887597,0.9999999999999
19300,10000000001043.0,999897,9999427170827.0,10078290,112,200.0,27583,623,67647479,100177041150.0,99738,200,1930,0,1,25,0,0,0,6,0,2000,8,200.0,19300,9.999999999e-11,0.0009988982046818333,9.99999000001e-07,0.9998323523357613,0.09090909090909091,0.999000999000999,0.7566451647772966,0.008275971962031545,0.0009989438429049704,9.99999000001e-07,0.9999986772247728,0.974358399478512,0.9998000239974403,0.9994793429073437,0.999998999916093,0.9900812941856738,0.990074057267993,0.9945442114376282,0.9999490024888719,0.9999490025508724,0.9999999499041589,0.017130396610854203,0.9999949924718737,0.9999999999999
19400,10000000000059.0,1000905,9999424226489.0,3420,124,200.0,4042,6246,67244785,100178219662.0,4300,4,0,1,1999,328,0,280,4,63,1001,2000,4,0.0,19400,9.999999999e-11,0.0009999041908958116,9.99999000001e-07,0.9998301941789675,0.09090909090909091,0.999000999000999,0.7567371210697875,0.05936410412680204,0.000998943543278888,9.99999000001e-07,0.9999986827433746,0.9523803932511127,0.9998000257970839,0.9994793051597844,0.9999989999929999,0.9900813745452076,0.9900741689416016,0.9945439876147955,0.9999490019525457,0.9999490025488725,0.999999949904671,0.016926723129303017,0.9999949924927538,0.9999999999999
19500,9999999999882.0,1001101,9999421645294.0,10089855,110,200.0,5668,8520,67624027,100179961420.0,50,200,4000,3999,0,612,0,1334,7,7,986,2000,2000,0.0,19500,9.999999999e-11,0.00100009979909103,9.99999000001e-07,0.9998338418810262,0.09090909090909091,0.999000999000999,0.7567827002597557,0.9798240912922981,0.0009989432857940852,9.99999000001e-07,0.9999986892508569,0.9990068608620394,0.9998000225976726,0.9994788881693841,0.9999989659112648,0.9900814406503854,0.990074290819603,0.9945436827085898,0.9999490025508724,0.9999490025468727,0.9999999499046204,0.016965272153818323,0.9999981044575937,0.9999999999999
19600,9999999999608.0,1001469,9999418914856.0,9835383,115,200.0,4126,47,68334309,100181087160.0,0,0,2000,1,0,20,0,0,83,62,24,2000,316,200.0,19600,9.999999999e-11,0.0010004670632506336,9.99999000001e-07,0.9998346746643482,0.09090909090909091,0.999000999000999,0.7567569150779955,0.9798276281777146,0.0009989420084495022,9.99999000001e-07,0.9999986963744165,0.9523803992125806,0.999800028796346,0.9994790242005962,0.9999989968230388,0.9900815537429991,0.9900744227744519,0.9945416565302809,0.9999490025507725,0.9999490023389385,0.99999994990425,0.017023313356595335,0.9999949924318673,0.9999999999999
19700,9999999999685.0,1001359,9999416399776.0,10008953,118,200.0,3234,312,68971767,100184005570.0,3451,0,1930,1931,3830,475,20,0,3,49,0,2000,1027,200.0,19700,9.999999999e-11,0.001000357283231221,9.99999000001e-07,0.9998351919938038,0.09090909090909091,0.999000999000999,0.7570878088346084,0.008045032786804199,0.0009989417577530163,9.99999000001e-07,0.999998701191251,0.9523804026086867,0.9997996796977543,0.9994771280119433,0.9999989900142711,0.9900816197593235,0.9900745056127507,0.9945359515176723,0.9999490025496726,0.9999489982688355,0.9999999499049952,0.01632130883611084,0.999994992397097,0.9999999999999
19800,9999999999403.0,1001618,9999413942843.0,9948725,108,200.0,4465,27522,70325004,100187535800.0,13,200,0,70,72,3,0,5,72,72,1048,2000,905,400.0,19800,9.999999999e-11,0.0010006157652384532,9.99999000001e-07,0.9998356411920535,0.09090909090909091,0.999000999000999,0.7574595923223738,0.9798353843675758,0.0009989425166416694,9.99999000001e-07,0.9999987061381027,0.9990640871744062,0.9998000299960005,0.9994771973057182,0.9999989910793252,0.9900816843788489,0.9900746113515145,0.9945320894050218,0.9999490025410728,0.9999490025508724,0.9999999499057738,0.015779616718683838,0.9999949923176167,0.9999999999999
19900,10000000000558.0,1000450,9999411061544.0,9917212,112,200.0,23598,845,70688853,100189689060.0,0,8,2080,0,0,21,0,0,0,0,1030,2000,0,200.0,19900,9.999999999e-11,0.0009994501001473076,9.99999000001e-07,0.9998362611718797,0.09090909090909091,0.999000999000999,0.7577031781692904,0.9796763430471923,0.0009989412366681449,9.99999000001e-07,0.9999987114852638,0.9523804093191831,0.999800029196234,0.9994766810484358,0.999998999999,0.9900817612075499,0.9900747145967763,0.9945335830693057,0.9999489989816627,0.9999490025428728,0.9999999499063476,0.015324594593291547,0.9999949922938433,0.9999999999999
20000,10000000000110.0,1000852,9999397827790.0,19989181,112,200.0,12729,56323,70374396,100190350250.0,59,200,2000,1,1,0,1,10,81,86,986,2000,80,200.0,20000,9.999999999e-11,0.0009998512968298653,9.99999000001e-07,0.9998398147322823,0.09090909090909091,0.999000999000999,0.75718717949091,0.9895864435331702,0.0009989399058846814,9.99999000001e-07,0.9999987183339719,0.9990066799194333,0.999799968977079,0.9994766762211142,0.9999989991954532,0.9900818523319922,0.9900748420551632,0.9945341229985297,0.999949002491572,0.9999490025508724,0.9999999499063736,0.015524016725169443,0.9999949923109892,0.9999999999999
20100,10000000000751.0,1000217,9999405101714.0,10002808,105,201.0,14127,21476,70280238,100192095222.0,84,200,4000,4001,4000,169,20,978,122,122,1025,2000,60,0.0,20100,9.999999999e-11,0.000999217565604184,9.99999000001e-07,0.9998377377959091,0.09090909090909091,0.999000999000999,0.7577994891561025,0.9799250296879543,0.0009989406320871385,9.99999000001e-07,0.9999987217623253,0.9990441803962139,0.999799900487291,0.9994765729737106,0.999998999795058,0.9900819034937562,0.9900749477581539,0.9945331628115756,0.9999490025506724,0.9999490025471727,0.9999999499069445,0.015468922595030379,0.9999949923177451,0.9999999999999
20200,10000000000424.0,1000659,9999391839819.0,20042208,105,200.0,23602,51,70052471,100193652120.0,1118,200,1920,20,1,0,0,5,0,356,0,2000,1217,400.0,20200,9.999999999e-11,0.000999658682542386,9.99999000001e-07,0.9998410413647247,0.09090909090909091,0.999000999000999,0.7579619767931848,0.9895287660658332,0.0009989393067265228,9.99999000001e-07,0.999998729362816,0.9681320245623086,0.999800029196234,0.9994762570255895,0.9999989878861101,0.9900820021742422,0.9900750549369358,0.9945270861180362,0.9999489989698797,0.9999490023508428,0.9999999499074151,0.015499440701439342,0.9999949923337379,0.9999999999999
20300,9999999999894.0,1001094,9999399207798.0,9959798,110,201.0,3573,5433,70674535,100196094510.0,3307,0,80,0,0,239,0,0,2,0,0,2000,0,201.0,20300,9.999999999e-11,0.001000092813085377,9.99999000001e-07,0.9998389944189058,0.09090909090909091,0.999000999000999,0.758166457783913,0.9798508738706113,0.0009989410467986508,9.99999000001e-07,0.9999987344999449,0.9523804207057684,0.9997997906962355,0.9994748879306999,0.999998999994,0.9900820698395203,0.9900751493221052,0.9945292967110198,0.9999490025414728,0.9999490001492427,0.9999999499079415,0.014985376108082241,0.9999949922929321,0.9999999999999
20400,9999999999943.0,1001056,9999396353277.0,9913199,103,200.0,4790,81152,70563871,100197031919.0,96,200,2000,0,0,36,0,0,512,16,1012,2000,0,200.0,20400,9.999999999e-11,0.0010000548890529842,9.99999000001e-07,0.9998397938069397,0.09090909090909091,0.999000999000999,0.7581391054799065,0.9799583319211351,0.0009989407471580956,9.99999000001e-07,0.999998741127365,0.9990322897825687,0.9998000135982306,0.9994756562688025,0.999998999995,0.9900821577930531,0.9900752769458137,0.9945296970853599,0.9999489995468305,0.9999490025468727,0.9999999499079509,0.015090170866661999,0.9999949923034195,0.9999999999999
