Time,S,S1,S1_sum,E,I,I_d,R
0,10000000,0,0,0,20,0,0
1,10000094,2,98,4,20,0,0
2,10000093,100,100,7,18,2,0
3,10000190,101,199,9,17,3,0
4,10000386,3,397,11,16,3,1
5,10000383,100,400,17,15,4,1
6,10000481,100,500,19,12,6,2
7,10000679,1,699,20,9,7,4
8,10000776,2,798,22,9,7,4
9,10000877,1,899,22,8,8,4
10,10000877,100,900,23,8,8,4
11,10000974,101,999,25,8,8,4
12,10001073,101,1099,26,8,8,4
13,10001170,102,1198,28,8,8,4
14,10001369,2,1398,29,8,8,4
15,10001371,100,1400,29,8,8,4
16,10001469,102,1498,29,6,10,4
17,10001667,4,1696,29,6,10,4
18,10001771,0,1800,29,6,10,4
19,10001868,2,1898,30,6,10,4
20,10001869,100,1900,31,3,12,5
21,10001969,100,2000,31,3,12,5
22,10002168,1,2199,31,3,12,5
23,10002269,0,2300,31,2,13,5
24,10002366,2,2398,32,2,13,5
25,10002466,2,2498,32,2,13,5
26,10002469,100,2500,31,3,13,4
27,10002567,101,2599,32,3,13,4
28,10002766,2,2798,32,3,13,4
29,10002866,0,2900,33,3,14,4
30,10002864,100,2900,34,2,14,6
31,10003063,1,3099,32,4,14,6
32,10003062,100,3100,32,6,14,6
33,10003159,102,3198,33,5,14,7
34,10003260,101,3299,34,5,14,6
35,10003458,2,3498,35,4,15,6
36,10003559,0,3600,36,4,15,6
37,10003559,100,3600,37,4,15,5
38,10003755,2,3798,39,4,15,5
39,10003757,100,3800,39,4,15,5
40,10003856,100,3900,40,4,15,5
41,10004054,2,4098,40,4,15,5
42,10004155,0,4200,41,4,15,5
43,10004253,2,4298,40,5,15,5
44,10004354,1,4399,41,5,15,4
45,10004454,1,4499,39,7,15,4
46,10004454,100,4500,40,7,15,4
47,10004651,1,4699,41,8,15,4
48,10004752,1,4799,40,9,15,3
49,10004848,2,4898,42,9,16,3
50,10004850,100,4900,42,9,16,3
51,10005051,0,5100,42,9,16,2
52,10005050,100,5100,43,7,18,2
53,10005147,102,5198,44,7,18,2
54,10005246,101,5299,46,7,18,2
55,10005345,100,5400,47,8,18,2
56,10005543,0,5600,48,9,18,2
57,10005641,0,5700,50,8,19,2
58,10005739,1,5799,50,9,19,2
59,10005836,2,5898,51,9,19,3
60,10005937,0,6000,52,7,21,3
61,10005936,100,6000,53,7,21,3
62,10006032,101,6099,55,8,21,3
63,10006130,101,6199,55,10,21,3
64,10006228,102,6298,56,8,21,5
65,10006328,100,6400,56,9,22,5
66,10006425,101,6499,57,9,23,5
67,10006624,0,6700,58,10,23,5
68,10006620,100,6700,62,10,23,5
69,10006813,3,6897,64,10,24,6
70,10006914,1,6999,65,10,24,6
71,10007015,0,7100,65,10,24,6
72,10007112,1,7199,67,9,25,6
73,10007209,1,7299,69,10,25,6
74,10007308,0,7400,69,12,25,6
75,10007307,100,7400,69,11,26,7
76,10007406,100,7500,70,9,27,8
77,10007504,102,7598,70,9,27,8
78,10007602,103,7697,71,9,27,8
79,10007803,1,7899,70,11,27,8
80,10007801,100,7900,73,11,27,8
81,10007999,2,8098,72,11,28,8
82,10008102,1,8199,72,10,28,7
83,10008199,1,8299,72,12,28,8
84,10008300,0,8400,72,11,29,8
85,10008397,1,8499,74,10,30,8
86,10008494,1,8599,76,11,30,8
87,10008593,0,8700,77,12,30,8
88,10008686,5,8795,79,13,30,7
89,10008789,0,8900,81,13,30,7
90,10008886,1,8999,82,13,30,8
91,10008885,100,9000,85,12,30,8
92,10009080,4,9196,86,12,30,8
93,10009081,100,9200,89,11,30,9
94,10009178,100,9300,91,10,32,9
95,10009376,1,9499,91,11,32,9
96,10009473,1,9599,90,13,33,10
97,10009573,0,9700,90,11,35,11
98,10009572,100,9700,91,11,35,11
99,10009669,101,9799,93,10,36,11
100,10009767,101,9899,95,10,36,11
101,10009868,100,10000,96,10,36,10
102,10009966,101,10099,98,10,36,9
103,10010164,1,10299,99,10,37,9
104,10010260,3,10397,101,10,37,9
105,10010259,100,10400,104,11,37,9
106,10010456,0,10600,104,14,37,9
107,10010455,100,10600,103,14,39,9
108,10010650,2,10798,105,14,40,9
109,10010649,100,10800,107,15,40,9
110,10010845,1,10999,110,14,41,9
111,10010845,100,11000,109,15,41,10
112,10010942,1,11099,110,14,43,10
113,10010941,100,11100,112,11,45,11
114,10011138,3,11297,110,11,46,12
115,10011140,100,11300,110,11,47,12
116,10011238,100,11400,110,12,47,13
117,10011433,3,11597,113,11,48,12
118,10011535,0,11700,113,12,48,12
119,10011534,100,11700,111,15,48,12
120,10011731,1,11899,113,15,48,12
121,10011828,2,11998,113,18,48,11
122,10011827,100,12000,115,18,49,11
123,10011924,103,12097,115,18,49,11
124,10012019,104,12196,116,20,49,12
125,10012218,1,12399,119,21,49,12
126,10012317,0,12500,120,21,49,13
127,10012312,100,12500,125,20,49,14
128,10012411,100,12600,125,19,51,14
129,10012603,2,12798,130,20,51,14
130,10012704,0,12900,130,18,54,14
131,10012798,2,12998,134,17,55,14
132,10012896,2,13098,134,17,57,14
133,10012991,1,13199,138,18,57,15
134,10012989,100,13200,139,19,57,16
135,10013084,102,13298,141,17,58,18
136,10013283,1,13499,141,19,58,18
137,10013379,3,13597,143,17,60,18
138,10013381,100,13600,142,16,62,19
139,10013575,2,13798,144,17,63,19
140,10013675,0,13900,146,15,63,21
141,10013771,1,13999,149,15,64,20
142,10013865,4,14096,153,15,64,19
143,10013966,1,14199,155,15,65,18
144,10013962,100,14200,159,14,67,18
145,10014060,102,14298,157,16,67,18
146,10014159,102,14398,157,17,67,18
147,10014259,101,14499,159,14,70,17
148,10014457,1,14699,160,14,70,18
149,10014458,100,14700,156,17,71,18
150,10014557,101,14799,156,16,72,18
151,10014758,0,15000,157,14,74,17
152,10014753,100,15000,161,14,74,18
153,10014853,100,15100,158,15,75,19
154,10014953,101,15199,159,15,75,17
155,10015153,0,15400,158,16,75,18
156,10015150,100,15400,159,18,75,18
157,10015349,0,15600,160,16,77,18
158,10015447,2,15698,160,17,77,17
159,10015541,1,15799,164,18,78,18
160,10015542,100,15800,164,16,80,18
161,10015737,3,15997,164,17,81,18
162,10015737,100,16000,164,17,83,19
163,10015831,102,16098,166,18,84,19
164,10016030,1,16299,167,19,84,19
165,10016128,1,16399,166,20,84,21
166,10016230,0,16500,164,22,85,19
167,10016324,1,16599,167,23,85,20
168,10016321,100,16600,170,23,86,20
169,10016515,5,16795,170,23,87,20
170,10016615,1,16899,173,22,88,21
171,10016711,1,16999,176,23,88,21
172,10016706,100,17000,182,23,88,21
173,10016800,104,17096,184,23,89,20
174,10016902,100,17200,187,22,90,19
175,10016997,101,17299,190,22,91,19
176,10017192,1,17499,193,22,92,20
177,10017289,0,17600,196,22,93,20
178,10017286,100,17600,195,25,94,20
179,10017382,100,17700,195,29,94,20
180,10017477,101,17799,197,31,94,20
181,10017570,101,17899,204,29,96,20
182,10017667,100,18000,206,29,97,21
183,10017764,101,18099,207,28,99,21
184,10017858,100,18200,211,30,100,21
185,10018047,1,18399,216,32,100,24
186,10018140,1,18499,220,32,101,26
187,10018234,1,18599,225,34,101,25
188,10018227,100,18600,233,33,101,26
189,10018416,6,18794,231,35,105,27
190,10018516,3,18897,236,33,106,26
191,10018515,100,18900,239,30,110,26
192,10018608,102,18998,244,29,112,25
193,10018805,1,19199,250,29,112,23
194,10018901,0,19300,253,28,114,24
195,10018998,1,19399,254,29,114,24
196,10018994,100,19400,257,30,114,25
197,10019091,101,19499,260,29,114,25
198,10019286,1,19699,265,26,118,24
199,10019285,100,19700,266,28,118,23
200,10019381,101,19799,268,26,120,24
201,10019476,102,19898,268,30,120,24
202,10019674,1,20099,272,29,120,24
203,10019667,100,20100,277,32,120,24
204,10019765,101,20199,279,30,121,24
205,10019959,5,20395,277,33,123,23
206,10019958,100,20400,282,31,126,23
207,10020046,103,20497,289,30,129,23
208,10020146,102,20598,288,31,129,24
209,10020343,1,20799,288,34,130,24
210,10020437,3,20897,291,32,133,24
211,10020532,1,20999,298,31,133,25
212,10020530,100,21000,296,31,135,28
213,10020720,2,21198,299,34,137,28
214,10020716,100,21200,302,35,138,29
215,10020903,4,21396,306,39,139,29
216,10021002,1,21499,307,40,141,29
217,10021094,2,21598,314,38,144,28
218,10021194,0,21700,314,39,145,28
219,10021188,100,21700,317,38,148,29
220,10021376,4,21896,322,38,149,31
221,10021371,100,21900,325,43,150,31
222,10021466,101,21999,328,37,154,34
223,10021565,101,22099,329,38,155,32
224,10021662,101,22199,330,40,155,32
225,10021851,3,22397,333,42,157,34
226,10021850,100,22400,335,41,159,35
227,10022036,1,22599,345,43,161,34
228,10022133,0,22700,346,45,163,33
229,10022128,100,22700,351,43,165,33
230,10022217,101,22799,359,42,167,34
231,10022306,101,22899,362,49,169,33
232,10022494,2,23098,370,48,172,34
233,10022588,2,23198,372,50,172,36
234,10022680,2,23298,375,50,175,38
235,10022776,1,23399,378,50,176,39
236,10022766,100,23400,386,50,178,40
237,10022956,2,23598,392,50,178,42
238,10023051,0,23700,398,50,179,42
239,10023146,0,23800,398,49,181,46
240,10023140,100,23800,399,51,183,47
241,10023234,100,23900,406,51,185,44
242,10023324,100,24000,413,52,186,45
243,10023518,1,24199,413,53,189,46
244,10023509,100,24200,419,55,191,46
245,10023601,101,24299,425,51,197,45
246,10023793,3,24497,425,54,200,45
247,10023889,1,24599,430,52,202,46
248,10023982,1,24699,433,51,204,49
249,10024071,2,24798,439,50,208,50
250,10024068,100,24800,435,59,209,49
251,10024258,0,25000,443,58,213,48
252,10024348,1,25099,450,61,214,46
253,10024341,100,25100,455,61,217,46
254,10024432,102,25198,462,61,218,45
255,10024621,1,25399,468,61,220,49
256,10024612,100,25400,475,63,222,48
257,10024795,4,25596,482,64,226,49
258,10024793,100,25600,485,63,231,48
259,10024889,100,25700,483,62,236,50
260,10024978,2,25798,487,61,239,53
261,10024967,100,25800,495,63,241,54
262,10025160,0,26000,497,68,241,54
263,10025153,100,26000,501,66,245,55
264,10025342,0,26200,505,72,248,53
265,10025432,1,26299,513,64,252,58
266,10025421,100,26300,518,67,254,60
267,10025514,101,26399,523,62,260,60
268,10025604,101,26499,530,57,267,61
269,10025699,100,26600,536,57,268,60
270,10025889,1,26799,541,57,273,59
271,10025879,100,26800,546,56,277,62
272,10025973,101,26899,547,57,280,62
273,10026167,0,27100,546,61,284,62
274,10026162,100,27100,549,64,287,58
275,10026344,4,27296,559,64,291,58
276,10026333,100,27300,571,64,294,58
277,10026423,102,27398,571,72,296,56
278,10026603,2,27598,588,74,297,56
279,10026698,0,27700,586,79,299,58
280,10026684,100,27700,594,78,303,61
281,10026866,4,27896,605,77,308,60
282,10026952,2,27998,616,78,312,60
283,10026940,100,28000,625,75,318,62
284,10027132,2,28198,629,73,322,62
285,10027121,100,28200,639,73,325,62
286,10027312,0,28400,644,78,328,58
287,10027400,0,28500,648,84,331,57
288,10027486,2,28598,657,76,341,58
289,10027475,100,28600,665,74,346,60
290,10027663,1,28799,671,77,348,60
291,10027749,3,28897,676,80,352,60
292,10027732,100,28900,686,87,354,61
293,10027820,102,28998,692,86,358,62
294,10028005,2,29198,703,83,364,63
295,10027994,100,29200,708,84,368,66
296,10028085,100,29300,714,81,370,70
297,10028171,101,29399,719,82,374,73
298,10028354,2,29598,727,86,378,73
299,10028346,100,29600,730,88,383,73
300,10028524,1,29799,740,96,385,74
301,10028507,100,29800,752,98,389,74
302,10028600,100,29900,750,105,391,74
303,10028787,0,30100,758,109,395,71
304,10028765,100,30100,769,109,400,77
305,10028845,101,30199,784,110,402,78
306,10029025,3,30397,791,112,407,82
307,10029013,100,30400,799,112,411,85
308,10029094,102,30498,812,112,414,86
309,10029181,100,30600,822,115,416,86
310,10029255,101,30699,841,109,426,88
311,10029435,2,30898,848,116,429,90
312,10029414,100,30900,866,120,432,88
313,10029495,100,31000,873,127,436,89
314,10029676,3,31197,886,122,445,88
315,10029765,0,31300,892,123,450,90
316,10029854,0,31400,899,117,459,91
317,10029838,100,31400,909,117,466,90
318,10030023,4,31596,917,110,473,93
319,10030113,1,31699,924,114,477,91
320,10030191,1,31799,939,116,481,92
321,10030275,0,31900,946,120,486,93
322,10030367,0,32000,947,121,490,95
323,10030449,0,32100,961,121,495,94
324,10030427,100,32100,977,118,503,95
325,10030602,4,32296,990,120,511,93
326,10030587,100,32300,1001,123,516,93
327,10030769,1,32499,1016,121,521,92
328,10030853,2,32598,1028,116,528,93
329,10030936,0,32700,1043,110,536,95
330,10031014,2,32798,1056,112,541,95
331,10031091,3,32897,1071,109,549,97
332,10031076,0,32900,1085,115,549,95
333,10031059,100,32900,1089,118,556,98
334,10031137,102,32998,1105,114,564,98
335,10031316,2,33198,1119,111,569,103
336,10031406,1,33299,1119,111,577,106
337,10031485,2,33398,1125,122,579,107
338,10031470,100,33400,1138,120,585,107
339,10031641,3,33597,1157,116,592,111
340,10031629,100,33600,1159,120,599,113
341,10031804,3,33797,1168,124,606,115
342,10031891,0,33900,1174,127,612,116
343,10031878,100,33900,1181,132,616,113
344,10031963,101,33999,1191,131,619,115
345,10032037,100,34100,1207,138,624,114
346,10032212,1,34299,1226,132,633,116
347,10032298,2,34398,1229,129,640,122
348,10032379,1,34499,1237,130,649,124
349,10032355,100,34500,1254,132,655,124
350,10032536,2,34698,1263,129,660,130
351,10032614,1,34799,1279,129,667,130
352,10032699,0,34900,1285,138,671,127
353,10032775,1,34999,1294,144,675,131
354,10032755,100,35000,1311,142,682,130
355,10032930,3,35197,1326,128,693,140
356,10033017,2,35298,1328,138,697,138
357,10032998,100,35300,1343,139,701,139
358,10033165,3,35497,1363,138,709,142
359,10033242,0,35600,1385,136,714,143
360,10033222,100,35600,1393,148,717,140
361,10033391,3,35797,1407,149,729,141
362,10033471,0,35900,1424,151,734,140
363,10033549,0,36000,1445,147,742,137
364,10033624,0,36100,1454,154,749,139
365,10033703,2,36198,1456,159,760,140
366,10033786,1,36299,1463,161,767,142
367,10033761,100,36300,1481,165,770,143
368,10033838,100,36400,1501,158,780,143
369,10033926,100,36500,1506,157,787,144
370,10034004,101,36599,1515,158,796,146
371,10034172,2,36798,1535,158,802,151
372,10034249,0,36900,1542,170,808,151
373,10034321,0,37000,1559,173,816,151
374,10034390,0,37100,1584,168,827,151
375,10034356,100,37100,1606,170,831,157
376,10034424,101,37199,1619,183,834,159
377,10034588,3,37397,1647,185,841,156
378,10034664,1,37499,1655,191,852,157
379,10034733,1,37599,1663,202,861,160
380,10034807,2,37698,1674,211,867,159
381,10034878,0,37800,1691,215,880,156
382,10034951,1,37899,1704,213,892,159
383,10034905,100,37900,1738,218,899,160
384,10034970,100,38000,1756,227,909,158
385,10035135,2,38198,1767,234,922,160
386,10035189,1,38299,1807,223,931,169
387,10035163,100,38300,1820,222,947,168
388,10035221,100,38400,1844,217,960,178
389,10035283,100,38500,1862,225,968,182
390,10035445,3,38697,1890,220,979,183
391,10035412,101,38699,1909,216,994,188
392,10035585,3,38897,1918,224,1006,184
393,10035657,2,38998,1931,234,1016,180
394,10035616,100,39000,1963,228,1031,182
395,10035781,1,39199,1987,233,1038,180
396,10035846,1,39299,2007,226,1057,183
397,10035806,100,39300,2033,230,1066,185
398,10035859,101,39399,2060,226,1084,190
399,10035928,101,39499,2078,233,1092,188
400,10036088,1,39699,2103,238,1098,192
401,10036052,100,39700,2126,235,1105,202
402,10036216,3,39897,2144,232,1120,205
403,10036286,3,39997,2157,241,1134,199
404,10036252,100,40000,2186,235,1149,198
405,10036315,102,40098,2200,242,1159,202
406,10036387,100,40200,2214,253,1165,201
407,10036444,101,40299,2235,253,1180,207
408,10036598,3,40497,2254,257,1198,210
409,10036656,0,40600,2274,265,1210,215
410,10036608,100,40600,2302,269,1222,219
411,10036770,3,40797,2316,277,1236,218
412,10036723,100,40800,2348,279,1248,222
413,10036779,102,40898,2370,283,1259,227
414,10036936,2,41098,2391,293,1269,229
415,10036898,100,41100,2413,297,1280,232
416,10037039,3,41297,2449,302,1293,234
417,10036987,100,41300,2489,299,1312,233
418,10037028,100,41400,2524,306,1326,236
419,10037172,1,41599,2564,303,1340,240
420,10037139,100,41600,2581,309,1355,236
421,10037300,0,41800,2588,322,1370,240
422,10037251,100,41800,2618,327,1386,238
423,10037402,3,41997,2641,335,1401,238
424,10037348,100,42000,2681,338,1416,237
425,10037396,101,42099,2708,335,1436,244
426,10037538,1,42299,2738,343,1451,249
427,10037485,100,42300,2772,337,1466,260
428,10037508,100,42400,2820,340,1485,267
429,10037644,3,42597,2858,337,1503,275
430,10037697,1,42699,2882,340,1518,282
431,10037754,0,42800,2909,343,1528,286
432,10037705,100,42800,2938,351,1537,289
433,10037762,100,42900,2951,374,1543,290
434,10037900,1,43099,2978,387,1559,295
435,10037949,1,43199,3017,377,1580,296
436,10037995,0,43300,3049,384,1597,295
437,10037941,100,43300,3082,387,1611,299
438,10037985,101,43399,3115,381,1634,304
439,10038033,102,43498,3138,384,1653,310
440,10038076,103,43597,3168,390,1671,312
441,10038219,0,43800,3203,391,1688,319
442,10038262,0,43900,3221,401,1707,329
443,10038214,100,43900,3249,399,1730,328
444,10038357,0,44100,3289,410,1747,317
445,10038401,1,44199,3321,405,1770,322
446,10038351,100,44200,3359,393,1791,326
447,10038390,102,44298,3395,397,1808,328
448,10038540,3,44497,3419,391,1834,333
449,10038483,100,44500,3453,388,1855,341
450,10038625,0,44700,3487,384,1874,350
451,10038578,100,44700,3507,402,1893,340
452,10038610,100,44800,3544,411,1910,345
453,10038764,0,45000,3571,409,1930,346
454,10038810,1,45099,3604,409,1950,346
455,10038851,2,45198,3631,402,1978,356
456,10038779,100,45200,3670,410,1997,364
457,10038902,3,45397,3717,423,2012,363
458,10038843,100,45400,3746,426,2035,370
459,10038884,102,45498,3782,429,2057,366
460,10038920,100,45600,3805,440,2085,370
461,10038968,100,45700,3831,443,2104,374
462,10039090,4,45896,3879,435,2130,382
463,10039139,1,45999,3898,445,2152,385
464,10039064,100,46000,3934,457,2171,394
465,10039184,1,46199,3989,457,2196,393
466,10039237,1,46299,4012,465,2215,390
467,10039169,100,46300,4049,455,2247,400
468,10039204,100,46400,4078,457,2277,404
469,10039333,0,46600,4100,477,2296,414
470,10039353,2,46698,4150,476,2321,418
471,10039384,2,46798,4193,477,2342,422
472,10039415,1,46899,4235,483,2366,420
473,10039338,100,46900,4279,496,2385,422
474,10039447,3,47097,4334,510,2406,420
475,10039380,100,47100,4359,519,2439,423
476,10039500,3,47297,4397,527,2468,425
477,10039429,100,47300,4451,518,2495,427
478,10039539,2,47498,4507,518,2522,432
479,10039464,100,47500,4555,526,2541,434
480,10039479,101,47599,4592,544,2569,435
481,10039517,100,47700,4616,548,2601,438
482,10039643,1,47899,4645,568,2624,439
483,10039654,2,47998,4691,572,2657,444
484,10039685,2,48098,4726,574,2682,451
485,10039589,100,48100,4775,587,2712,457
486,10039693,0,48300,4829,591,2741,466
487,10039698,1,48399,4892,597,2771,461
488,10039619,100,48400,4926,602,2804,469
489,10039648,102,48498,4949,611,2838,472
490,10039758,2,48698,5012,602,2873,473
491,10039668,100,48700,5051,605,2909,487
492,10039757,2,48898,5107,618,2945,491
493,10039756,2,48998,5167,617,2975,503
494,10039772,0,49100,5219,615,3006,508
495,10039671,100,49100,5284,614,3040,511
496,10039682,100,49200,5324,621,3078,515
497,10039780,2,49398,5386,630,3109,513
498,10039698,100,49400,5451,607,3146,518
499,10039697,101,49499,5505,614,3173,530
500,10039704,103,49597,5545,625,3211,532
501,10039807,2,49798,5604,627,3245,535
502,10039806,0,49900,5673,632,3275,534
503,10039811,1,49999,5722,645,3304,537
504,10039796,1,50099,5798,641,3341,543
505,10039795,1,50199,5848,656,3369,551
506,10039693,100,50200,5902,673,3391,561
507,10039701,101,50299,5933,701,3420,564
508,10039696,103,50397,5986,716,3459,560
509,10039681,103,50497,6051,722,3492,571
510,10039655,100,50600,6115,753,3526,571
511,10039638,102,50698,6187,754,3562,577
512,10039715,4,50896,6248,777,3593,583
513,10039683,1,50999,6307,805,3634,590
514,10039556,100,51000,6375,811,3673,605
515,10039608,2,51198,6467,820,3723,600
516,10039565,1,51299,6551,836,3756,611
517,10039426,100,51300,6632,850,3797,615
518,10039515,1,51499,6691,854,3835,624
519,10039477,3,51597,6775,832,3880,653
